,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
388,US-2012122701-A1,20120517,US,46314949,Methods for Non-Invasive Prenatal Paternity Testing,"Methods for non-invasive prenatal paternity testing are disclosed herein. The method uses genetic measurements made on plasma taken from a pregnant mother, along with genetic measurements of the alleged father, and genetic measurements of the mother, to determine whether or not the alleged father is the biological father of the fetus. This is accomplished by way of an informatics based method that can compare the genetic fingerprint of the fetal DNA found in maternal plasma to the genetic fingerprint of the alleged father.","['506/2.', '436/501.', '435/6.11']","['C12Q2600/156', 'C12Q1/6869', 'G06F19/14', 'C12Q1/6876']","['G01N33/53', 'G01N21/64', 'C40B20/00', 'C12Q1/68']",[],",",False
389,US-2013120450-A1,20130516,US,48280205,Method and apparatus for providing augmented reality tour platform service inside building by using wireless communication device,A method of providing an augmented reality tour platform service for the inside of a building by using a wireless communication device. The method includes: acquiring an image of the building from the wireless communication device; collecting information associated with the acquired image; extracting a candidate building group from a previously established database on the basis of the acquired image and the collected information; specifying a building matching the acquired image from among the extracted candidate building group; and transmitting information regarding the inside of the specified building to the wireless communication device.,['345/633.'],"['G09G5/00', 'G06F3/147', 'G09G5/22', 'G09G2340/12']",['G09G5/22'],"['US-2008033641-A1', 'US-2012057032-A1', 'US-2012116728-A1', 'US-2009237396-A1', 'US-2012092528-A1', 'US-2009251421-A1', 'US-2009305204-A1', 'US-2011102605-A1', 'US-8447136-B2']","[0.24861781, -0.1758164, -0.12689787, -0.02530453, -0.1693981, -0.18152227, 0.058231954, -0.032498263, -0.031194218, -0.059554562, -0.24134254, 0.16671818, 0.116868965, -0.028777828, -0.02784561, 0.03677167, 0.070312984, 0.07796108, 0.028729362, 0.27308202, 0.19068377, 0.10898675, -0.06995657, 0.13433936, 0.0013628193, -0.06065155, 0.28716952, 0.09882282, 0.060339946, 0.09587435, 0.14339948, 0.102511786, -0.066003576, -0.050894357, -0.16197835, 0.021972448, 0.06397085, -0.0876579, -0.13364623, 0.12080926, -0.12189432, -0.20656677, -0.12114072, 0.18299823, 0.01631458, -0.058668997, 0.11760552, 0.04050989, -0.08571201, 0.083265096, -0.13504034, -0.015605755, -0.009921355, 0.10635123, -0.016174385, 0.08320023, 0.120844826, 0.15693359, -0.055459548, 0.0812048, -0.15210354, 0.25267252, -0.10190902, 0.13949768]",True
390,US-5976992-A,19991102,US,17044914,Method of supplying excited oxygen,"A method of supplying an excited oxygen, which comprises the steps of exciting a oxygen gas or a gas containing an oxygen atoms with plasma in a plasma discharge zone thereby forming an excited oxygen, and transferring a gas containing the excited oxygen into a reaction zone disposed next to the plasma discharge zone while keeping a pressure within the plasma discharge zone lower than that of the reaction zone. In a reaction chamber, a reaction by the excited oxygen is effected. As a result, the formation of a thin film on a substrate disposed in a reaction chamber, the etching of the substrate and the cleaning of the interior of the reaction chamber can be carried out.","['427/562.', '427/561.', '427/579.', '438/788.']","['H01J37/32357', 'H01J37/3244', 'C23C16/401', 'C23C16/452', 'C23C16/4405']","['C23C16/44', 'H01J37/32', 'C23C16/40', 'C23C16/452']","['JP-H0239421-A', 'US-5178905-A', 'US-5645897-A', 'US-5403630-A', 'US-5246886-A', 'US-4615298-A', 'US-5374613-A', 'US-5522343-A']",",",False
391,US-6825856-B1,20041130,US,24510509,Method and apparatus for extracting measurement information and setting specifications using three dimensional visualization,"The present invention provides an apparatus and method for viewing a depiction of an object (for example a solder joint) in a multi-dimensional manner, morphing the object&#39;s depiction using a graphical user interface to upper and lower acceptable tolerance limits and storing the tolerance limits for use in a test/inspection apparatus. The invention relates to the translation of human visual inspection-analysis of an object into physical quantifiable parameters used in an inspection device via a graphical user interface.","['715/964.', '382/141.', '345/646.', '345/647.', '345/653.']","['G05B2219/37207', 'G05B2219/37205', 'Y10S715/964', 'G05B19/401', 'G05B2219/45135', 'G05B2219/37569', 'G05B2219/37567']",['G05B19/401'],"['US-5621811-A', 'US-5625292-A', 'US-6219055-B1', 'US-4926452-A', 'US-5561696-A', 'US-5561526-A', 'US-5760596-A', 'US-6330356-B1', 'US-5771044-A', 'US-5259012-A', 'US-6134674-A', 'US-6230066-B1', 'US-2002123812-A1', 'US-5199054-A', 'US-6272204-B1', 'US-5583904-A']","[0.0306377, 0.009414994, -0.07342261, -0.020378156, 0.08831233, 0.06568748, 0.14894924, -0.053588007, 0.11865369, -0.071101286, 0.019733956, 0.29093814, 0.11416871, 0.06883805, -0.14281154, 0.04119195, 0.10438926, 0.007149322, 0.09988006, 0.2185658, 0.2388615, -0.011575811, -0.039999135, 0.15677415, 0.018740332, 0.14443772, 0.18447806, -0.1452627, -0.003712742, -0.10117656, 0.26655704, 0.08157113, -0.043112405, 0.010012928, -0.13381301, -0.056102954, 0.11267941, -0.026711449, 0.17012024, -0.14921011, -0.11565085, -0.19649969, 0.059743136, 0.04179015, -0.024721881, -0.19989485, 0.12135588, 0.036606073, -0.041992772, -0.056836855, -0.13510683, -0.043618653, -0.023297708, -0.021041133, -0.13149956, 0.1843605, 0.079076245, 0.14753452, -0.06836669, 0.11459458, -0.13146041, 0.28020754, -0.25297186, -0.10485257]",True
392,US-2010037221-A1,20100211,US,41654115,Method and system for building virtual environment,"The present invention relates to a method and a system for building a virtual environment. The method for building a virtual environment includes: a virtual environment sever obtaining the number of virtual environments to be built; and building the virtual environments with the corresponding number according to the number. Through obtaining the number of the virtual environments to be built and building the virtual environments with the corresponding number by calling directly operating system resources, the system resources occupied by a plurality of heavyweight virtual machines are reduced and the execution efficiency of application programs and the whole efficiency of the operating system are improved.",['718/1.'],['G06F9/5077'],['G06F9/455'],"['US-2006146057-A1', 'US-2004010788-A1', 'US-7356677-B1', 'US-2005132364-A1', 'US-2006265711-A1', 'US-2007162901-A1', 'US-2007106992-A1', 'US-2008271033-A1', 'US-7480773-B1']",",",True
393,US-6980690-B1,20051227,US,35482698,Image processing apparatus,A 3-D model of an object is created by processing images taken from a series of camera positions. An initial sequence of the images is processed to define respective image co-ordinates of matching features to generate a set of model data defining model points in a 3-D space of the model and to obtain respective camera solutions representative of positions and orientations of virtual cameras in the 3-D space defining views of the model corresponding to the images. A new image is added to the sequence and processed to obtain a camera solution for a corresponding new virtual camera for use in generating further model data.,"['348/42.', '382/154.', '382/285.', '345/419.', '356/12.']","['G06F3/04845', 'G06T17/10', 'G06K9/32', 'G06T7/55', 'G06T7/73', 'G06T2200/08', 'G06T2207/30244']","['G06F3/048', 'G06K9/00', 'G06T17/10', 'G06F3/033', 'G06T7/00']","['US-5710875-A', 'WO-9853428-A1', 'US-6184859-B1', 'EP-0898245-A1', 'US-5680562-A', 'US-2002050988-A1', 'US-2001056308-A1', 'US-5777620-A', 'US-6121966-A', 'US-6686918-B1', 'US-6516099-B1', 'JP-H1040421-A', 'JP-H0981778-A', 'US-6360116-B1', 'US-6307550-B1', 'US-5850352-A', 'US-5819016-A', 'US-5625782-A', 'US-5745098-A', 'US-5729471-A', 'US-6222551-B1', 'US-5182641-A', 'US-5864343-A', 'EP-0901105-A1', 'EP-1086730-A2', 'US-6224214-B1', 'US-6525731-B1', 'GB-2328355-A', 'JP-H096984-A', 'US-6081273-A', 'US-5945996-A', 'EP-0403125-A2', 'US-6647146-B1', 'US-5623583-A', 'US-5956031-A', 'US-6421050-B1', 'US-6346938-B1']",",",True
394,US-4390789-A,19830628,US,23013057,Electron beam array lithography system employing multiple parallel array optics channels and method of operation,"A multi-channel EBAL apparatus and method of operation employing a plurality of parallel operated electron beam channels with each electron beam channel being of the fly&#39;s eye array optics type having an electron gun for producing an electron beam, an array lenslet assembly and an associated fine deflector assembly together with a coarse deflector for selectively directing the electron beam to a desired array lenslet within the array lenslet assembly. The associated fine deflector element thereafter directs the electron beam to a desired point on a target surface such as a target semiconductor wafer being processed by electron beam lithography. A common movable stage is provided for supporting the target wafer surfaces below the plurality of parallel operated electron beam channels and for moving the target surfaces in common relative to the array optics axes of all of the electron beam channels. Common movement of all of the target surfaces is achieved automatically in preprogrammed manner preferably along either axis of an x-y translation mechanism. All of the electron beam channels are supported within a common housing which is evacuated along with the movable target platform which serves to move the target surfaces in common. The apparatus can be employed in conjunction with a pattern registration grid mapped with the aid of a lenslet stitching calibration grid and which provides fiducial marking signals for identifying the boundaries of the field of view of the respective lenslets in each electron beam channel as well as the field of view of all of the electron beam channels and for stitching together the required number of the fields of view to thereby cover a desired area of a target surface. Provision is made for accommodating the occurance of any flawed lenslet assemblies by permuting the target surface so as to place any portion of a target surface that had been subject to a flawed lenslet under the view of an unflawed lenslet for subsequent electron beam treatment. Increased production capacity can be obtained by connecting a plurality of such EBAL apparatuses in parallel and controlling them in common by an overall system executive computer.","['250/492.2', '250/442.11']","['H01J37/3007', 'B82Y10/00', 'H01J37/3177', 'B82Y40/00']","['H01L21/027', 'H01J37/30', 'H01J37/317']","['US-4097745-A', 'US-4130761-A', 'US-4200794-A', 'US-4354111-A', 'US-4142132-A', 'US-4198569-A']",",",False
395,US-8952688-B2,20150210,US,47436811,Current Detector,"A current detection busbar has a penetrating portion that penetrates a hole portion of a magnetic core and two flat plate-like terminal portions that are respectively continuous with opposite sides of the penetrating portion. The terminal portions have a larger width and a smaller thickness than the penetrating portion. An insulating casing has busbar holes that are penetrated by the respective terminal portions of the current detection busbar. An edge portion of each busbar hole is constituted by flat surfaces that face the terminal portion with a gap left between each flat surface and the terminal portion, a plurality of projecting portions that sandwich the terminal portion while coming into contact with the front and back surfaces of the terminal portion, and curved surfaces that face respective corner portions of the terminal portion with a gap left between each curved surface and the corresponding corner portion.","['324/127.', '324/252.', '324/117.H', '324/251.', '324/117.R', '324/126.']","['G01R19/0092', 'G01R15/207', 'G01R15/20']","['G01R19/00', 'G01R15/20']","['US-2009278526-A1', 'JP-2009058451-A', 'JP-H07320627-A', 'JP-2006166528-A', 'US-2006119343-A1', 'JP-H10104279-A', 'US-7692526-B2', 'JP-2003045231-A', 'JP-2009128116-A', 'JP-2009270910-A']",",",False
396,US-2014124915-A1,20140508,US,47424140,Semiconductor module,"A semiconductor module includes an insulating substrate ( 200 ) that is made of AlN and that has a first plane ( 201 ) and a second plane ( 202 ) both of which face mutually opposite directions, a first conductor layer ( 210 ) formed on the first plane ( 201 ), a second conductor layer ( 220 ) formed on the second plane ( 202 ), a semiconductor device ( 300 ) bonded to the first conductor layer ( 210 ) with a first solder layer ( 510 ) interposed therebetween, and a heat dissipation plate ( 400 ) that is formed in a rectangular shape when viewed planarly and that is bonded to the second conductor layer ( 220 ) with a second solder layer ( 520 ) interposed therebetween, and, in this semiconductor module, the heat dissipation plate ( 400 ) is deformed so as to become convex in a direction in which the second plane ( 202 ) is pointed when viewed from a width direction thereof.",['257/713.'],"['H01L2224/45124', 'H01L23/3735', 'H01L23/4006', 'H01L2924/12036', 'H01L23/36', 'H01L24/73', 'H01L2924/01013', 'H01L2224/49113', 'H01L2924/10272', 'H01L2224/291', 'H01L24/49', 'H01L2924/01028', 'H01L2224/49175', 'H01L2224/48227', 'H01L2924/1305', 'H01L2924/12032', 'H01L2924/30107', 'H01L23/367', 'H01L24/48', 'H01L2224/49111', 'H01L2224/73265', 'H01L2224/0603', 'H01L24/45', 'H01L2224/48139', 'H01L25/18', 'H01L25/072', 'H01L2224/32225', 'H01L2924/01029', 'H01L2924/12041', 'H01L2924/19107', 'H01L2924/13055', 'H01L24/32', 'H01L24/29', 'H01L23/24', 'H01L2924/13091', 'H01L2924/1306', 'H01L2224/48137', 'H01L2924/181']",['H01L23/367'],"['US-2003102553-A1', 'US-7018670-B2', 'US-6833617-B2', 'US-8283773-B2', 'US-2004130018-A1', 'US-7196413-B2']",",",False
397,US-4778136-A,19881018,US,21761009,Golf bag with integral stand,"A golf bag with integral stand (10) that allows the bag portion (12) to rest in a semi-upright position. The bag portion (12) is supported by two support members (38 and 40). The positioning of the support members (38 and 40) is controlled by a series of three webbings (56, 64, and 70) in conjunction with the bag strap (34) and elasticized shock cords (51 and 52). Forces applied to the bag strap (34) are transmitted to the support members (38 and 40) via the webbings (56, 64, and 70). When pressure on the bag strap (34) is released, the shock cords (51 and 52) urge the support legs (38 and 40) away from the bag portion (12) toward their stand position. The support member (38 and 40) are removably attached to the bag portion (12) by means of a support member housing (42). The support member housing (42) is attached to the reinforcing spine (18). The golf bag device (10) will be of great utility to all golfers who desire to carry their own clubs. The bag (10) will be marketed wherever golf equipment is sold.","['206/315.7', '206/315.5', '248/96.']",['A63B55/50'],"['A63B55/06', 'A63B55/04']","['US-2571088-A', 'US-4506854-A', 'US-2768668-A', 'US-1791188-A', 'US-2749069-A', 'US-3435866-A', 'US-4266589-A', 'US-1975702-A', 'US-2663528-A', 'US-4226389-A', 'US-3787017-A', 'US-2676737-A', 'US-4620682-A', 'US-1895366-A', 'US-4676464-A', 'US-3432130-A', 'US-4054256-A', 'US-4453686-A', 'US-4600100-A']",",",False
398,US-6037914-A,20000314,US,25443374,Method and apparatus for augmented reality using a see-through head-mounted display,An image augmentation apparatus for superimposing an overlay image on a portion of a field of view of a user looking through the apparatus at a scene external to the apparatus. The apparatus includes a display screen for generating the overlay image. An optical system creates a virtual image of the overlay image which appears to the user as covering a portion of the field of view. The apparatus utilizes a transmission screen having a two-dimensional array of pixels to block portions of the image of the external scene. The pixels of the transmission screen are either set to a first state in which the pixels are transparent or a second state in which the pixels are opaque. The transmission screen is located such that a pixel set to the opaque state blocks the user from viewing a portion of the field of view of the external scene allowing the user to view only the virtual image in that portion of the field of view. This results in the virtual image appearing to occlude the external scene in that portion of the field of view.,"['345/7.', '348/E05.143', '345/8.', '345/9.']","['H04N9/3141', 'G02B27/0101']","['G02B27/01', 'H04N5/74']","['US-5281960-A', 'US-5421589-A', 'US-5572343-A', 'US-5742264-A', 'US-5748264-A', 'US-5712649-A', 'US-5793339-A', 'US-5673059-A', 'US-5742262-A', 'US-5805120-A', 'US-5790284-A', 'US-5844530-A']","[0.06843721, -0.10799934, -0.23024331, -0.17462376, -0.052263554, -0.05211232, 0.10377884, -0.07714908, -0.016435286, 0.01256074, 0.009917476, 0.2575636, 0.08151484, -0.051793758, -0.10872513, 0.07589558, 0.07452359, 0.079366155, 0.16202492, 0.081856675, 0.03311124, 0.08476725, -0.17830645, 0.1968259, 0.042989258, -0.1405933, 0.21832468, 0.20019114, 0.06339338, -0.0023011335, 0.16435039, -0.012996526, -0.12149058, 0.14776596, -0.21794061, -0.13196817, 0.14581132, -0.08520331, 0.113598466, 0.10945106, -0.13959867, -0.01804876, -0.011367877, 0.02962407, 0.12985359, 0.008908694, -0.02768117, -0.12235317, 0.06017384, -0.16278496, -0.13874984, -0.13307846, 0.034263477, 0.021204073, -0.073589094, -0.035941526, 0.06893255, 0.12876262, -0.30435744, -0.11540213, 0.0552802, 0.2195205, -0.12418298, 0.20554818]",True
399,US-6049310-A,20000411,US,14180226,Variable directivity antenna and method of controlling variable directivity antenna,"Described herein is a variable directional antenna apparatus wherein an electrical length of a parasitic antenna of a paired two-element Yagi antenna is varied to change antenna directivity. A radio device (12) outputs a received signal corresponding to the intensity of an electric field received by a first antenna. A control circuit (15) outputs a control signal to a variable impedance circuit (14) according to the result of detection of the received signal so as to change the impedance of the variable impedance circuit (14) according to the control signal. Thus, an electrical length of a second antenna (13) placed in parallel away from the first antenna (10) is changed to thereby activate the second antenna as a director or reflector, whereby antenna directivity is varied.","['343/860.', '343/815.', '343/702.', '343/814.']","['H01Q21/12', 'H01Q3/44', 'H01Q19/30']","['H01Q21/12', 'H01Q3/44', 'H01Q19/30']","['US-5767807-A', 'US-4631546-A', 'US-5293172-A', 'JP-S5533372-A']",",",False
400,US-7336266-B2,20080226,US,32868062,Haptic pads for use with user-interface devices,"Embodiments of the invention relate to haptic devices for use with a variety of computer/video interface devices. Such haptic devices can work in conjunction with and thereby provide “haptic augmentations” to otherwise conventional user-interface devices, including a variety of computer mice known in the art, irrespective of their types and manufactures. Such haptic devices can also be used to convey information to a user by way of haptic sensations.","['345/173.', '345/163.', '178/18.05', '178/19.05', '178/19.03', '345/167.', '178/19.04', '345/179.', '345/168.', '178/19.01', '463/37.', '715/702.']","['G06F3/016', 'G06F3/03547']","['G09G5/00', 'G06F3/033', 'H04L/', 'G06F3/01']","['US-4821030-A', 'US-3935485-A', 'US-4871992-A', 'US-4934694-A', 'US-5835080-A', 'US-4557275-A', 'US-5831597-A', 'US-5785630-A', 'US-5563632-A', 'US-5072076-A', 'US-5580251-A', 'US-5729249-A', 'US-5240417-A', 'US-4831566-A', 'US-5896191-A', 'US-5988902-A', 'US-5038089-A', 'US-5143505-A', 'US-5271290-A', 'US-5275174-B1', 'US-5022407-A', 'US-6529189-B1', 'US-4236325-A', 'US-5136194-A', 'US-3911416-A', 'US-3903614-A', 'US-4757453-A', 'US-4885565-A', 'US-6415138-B2', 'US-6118435-A', 'US-5670755-A', 'US-5309140-A', 'US-3902687-A', 'US-4975616-A', 'US-5237327-A', 'US-5159159-A', 'US-4414984-A', 'US-5078152-A', 'US-5262777-A', 'US-2002033795-A1', 'US-4926879-A', 'US-6822635-B2', 'US-4101884-A', 'US-4899137-A', 'US-5825308-A', 'US-5521336-A', 'US-4715235-A', 'US-3497668-A', 'US-6067081-A', 'US-6377249-B1', 'US-4414537-A', 'US-4713007-A', 'US-5165897-A', 'US-5977867-A', 'US-6008800-A', 'US-4108164-A', 'US-4692756-A', 'US-4758165-A', 'US-6072475-A', 'US-4772205-A', 'US-5857986-A', 'US-4633123-A', 'US-5299810-A', 'US-5437607-A', 'US-4791416-A', 'US-5650704-A', 'US-4599070-A', 'US-4891764-A', 'US-5019761-A', 'US-4023290-A', 'US-5943044-A', 'US-2003038776-A1', 'US-5828197-A', 'US-4930770-A', 'US-4708656-A', 'US-4127752-A', 'US-6337678-B1', 'US-5977685-A', 'US-2003058265-A1', 'US-5638060-A', 'US-5766016-A', 'US-5316017-A', 'US-3220121-A', 'US-4550221-A', 'US-4242823-A', 'US-5719561-A', 'US-5121091-A', 'US-4513235-A', 'US-3940637-A', 'US-5186629-A', 'US-6003390-A', 'US-5562707-A', 'US-5986643-A', 'US-5446480-A', 'US-3157853-A', 'US-3623064-A', 'US-4581491-A', 'US-5466213-A', 'US-5212473-A', 'US-4926010-A', 'US-5035242-A', 'US-5982304-A', 'US-5942733-A', 'US-2001035854-A1', 'US-5334027-A', 'US-5389849-A', 'US-5376948-A', 'US-5555894-A', 'US-4780707-A', 'US-5223658-A', 'US-5917906-A', 'US-5887995-A', 'US-4160508-A', 'US-3517446-A', 'US-5547382-A', 'US-5355148-A', 'US-3730621-A', 'US-4794392-A', 'US-5889236-A', 'US-5767457-A', 'US-4584625-A', 'US-2004075676-A1', 'US-5275174-A', 'DE-10154643-A1']","[0.17600852, -0.32801968, -0.12212203, -0.015636185, 0.023257907, -0.33805966, -0.045937832, -0.18923649, 0.058130287, 0.011053661, -0.10609819, 0.113930546, -0.053124223, -0.033159282, 0.078858554, 0.20399697, 0.039749954, -0.08689317, 0.07179431, 0.0705482, 0.14236653, 0.038562924, -0.055019807, 0.18538013, -0.020210266, -0.105655715, 0.14544, 0.060165804, -0.005563689, 0.11746769, 0.20573522, 0.07025143, -0.04726223, -0.030786792, -0.110413134, -0.18426391, 0.119710244, -0.17880237, 0.18337916, 0.03044025, 0.114262015, -0.15348482, 0.11621351, 0.06480809, -0.048765376, 0.2712324, 0.10510247, -0.08143626, -0.06333888, -0.05542435, -0.104510196, 0.014049664, -0.059114866, -0.05398493, -0.10900459, 0.121388435, -0.07037526, 0.024036095, -0.061175436, 0.10503534, 0.027930204, 0.18050025, -0.2334515, -0.025718797]",True
401,US-7400261-B2,20080715,US,33127986,"Display device, and vehicle-mounted display device and electronic","To provide a display device, a vehicle-mounted display device, and an electronic device whose chassis are not large with much design freedom. In the present invention, a plurality of light-emitting elements each having a luminescent material sandwiched between a pair of electrodes having transparency, a plurality of liquid crystal elements each having a liquid crystal material sandwiched between a pair of electrodes having transparency are arranged in a display device over a substrate having a mirror surface. Further, a plurality of light-emitting elements each having a luminescent material sandwiched between a pair of electrodes having transparency, a plurality of liquid crystal elements each having a liquid crystal material sandwiched between a pair of electrodes having transparency are arranged in a display device over a substrate having a reflecting surface. The display device is secured to the substrate with a barrier film therebetween.","['340/815.45', '345/77.', '345/205.', '345/87.', '340/815.4', '340/815.55', '349/152.', '340/815.52']","['G09G2300/046', 'G09G3/20', 'G09G2300/0842']","['G09G3/20', 'G09G3/00', 'G08B5/00']","['US-2002080018-A1', 'US-6737800-B1', 'US-5064275-A', 'US-7061555-B2', 'US-5631638-A', 'US-7088417-B2', 'US-6636185-B1', 'US-7075501-B1', 'JP-2002200936-A', 'US-7169482-B2', 'JP-3408154-B2']",",",False
402,US-4741235-A,19880503,US,27113194,Apparatus for splicing belt,"The present invention relates to an apparatus for splicing a belt which includes a base to which the belt end is mounted, a holding device which is slidably mounted to move in a direction oblique to the longitudinal direction of elongation of the belt and cutting member means mounted on the holding device. In the preferred embodiment, the cutting member comprises a knife which may be attached to the holding device in one of two orientations, a first orientation of which is designed to enable the knife to trim off the belt end, and the second orientation of which is designed to enable the knife to split the belt end between the plies thereof. In the second orientation, the holding device includes a stepped configuration allowing the knife to be clamped at any one of a number of different elevations so that the splitting procedure may accurately be carried out between the desired plies.","['83/452.', '83/821.', '83/614.', '83/574.', '83/870.']","['B29C66/433', 'B29C66/1142', 'Y10T83/0267', 'B29C66/723', 'Y10T83/8822', 'Y10T83/8878', 'B29L2009/00', 'Y10T83/7487', 'Y10T83/8763', 'B29L2031/7092', 'B29C66/1122', 'B29C65/00', 'B29C66/14', 'B29C66/861', 'F16G3/10', 'B29C66/43']","['F16G3/10', 'B29C65/00']","['US-3964360-A', 'US-218653-A', 'US-3543627-A', 'US-868656-A']",",",False
403,US-4264422-A,19810428,US,12900800,Method for producing shaped articles by electrodepositional shaping from fibrous substance having electrophoretic property and apparatus for same,"Disclosed herein a method for producing shaped articles by electrodeposition utilizing the electrophoretic fibrous substance suspended in an aqueous medium, wherein by deflecting the direction of the flow of the above-mentioned aqueous suspension of the fibrous substance into at least two mutually different direction in the vicinity of the surface of electrode onto which the fibrous substance is deposited electrically in the course of electrodeposition, the thus obtained shaped articles are given a laminated layer-structure of the deposited fibrous substance, in which the direction of orientation of the fibrous substance in the layer is different from layer after layer resulting in a highly raised mechanical strength of the thus shaped articles, and a means for installing the device deflecting the direction of flow of the above-mentioned aqueous suspension into at least two mutually different directions.","['428/34.8', '204/483.', '204/499.', '428/35.5', '204/622.', '204/626.', '428/12.', '428/36.4']","['Y02E60/366', 'C25D1/12', 'Y10T428/1372', 'Y10T428/1324', 'B32B2307/20', 'Y10T428/1345', 'B32B2250/20', 'B32B5/26']","['C25D13/04', 'C25D1/18', 'C25B1/12', 'C25D1/12', 'C25D13/00', 'C25D13/16', 'C25D17/00']","['US-3556969-A', 'US-4170542-A']",",",False
404,US-2009118794-A1,20090507,US,40588916,Video Processing Unit for a Visual Prosthetic Apparatus,"A visual prosthesis apparatus comprising: a video capture device for capturing a video image; a video processing unit associated with the video capture device, the video processing unit configured to convert the video image to stimulation patterns; and a retinal stimulation system configured to stimulate neural tissue in a subject&#39;s eye based on the stimulation patterns, wherein the video processing unit is configured to be powered on after a first time interval upon activation of a power button, wherein the video processing unit is configured to be powered off after a second time interval upon activation of a power button.",['607/54.'],"['A61N1/36046', 'A61N1/37252']",['A61N1/04'],"['US-6400989-B1', 'US-2008097548-A1', 'US-5935155-A', 'US-2008183244-A1', 'US-6974533-B2', 'US-2002010496-A1', 'US-6718209-B2', 'US-5109844-A', 'US-6458157-B1', 'US-2006058857-A1', 'US-2005222624-A1', 'US-2006003809-A1', 'US-5944747-A']",",",False
405,US-4926406-A,19900515,US,27553132,Disk player,"A multidisk player comprising a housing, a playback mechanism, a magazine capable of containing a plurality of disks arranged in order, the magazine being detachably fitted in a predetermined magazine loader within the housing, a single adapter detachably fitted in the loader, the single adapter being capable of being loaded replaceably with one disk, disk carrier means for carrying the magazine and the disk in the single adapter to a playback position, and a drive unit for driving the magazine and the single adapter outwardly from the loader, the single adapter comprising a first member directly fitted in the loader, a second member for being loaded with the disk, the second member being movable within a fixed range relative to the first member and along the direction where said first member is fitted in the loader, and a drive unit for driving the second member. The first member is driven out of said loader when the second member is moved relative to the first member such that the sum of the quantity of the protrusion of the first member from the loader and that of the movement of the second member relative to the first member is slightly greater than the outer diameter of the disk.","['G9B/17.06', 'G9B/23.044', '369/30.83', 'G9B/7.084', '369/30.9', 'G9B/23.041']","['G11B23/032', 'G11B17/30', 'G11B7/0933', 'G11B23/0323']","['G11B7/09', 'G11B23/03', 'G11B17/30']","['US-4653037-A', 'US-4170030-A', 'US-4730292-A', 'US-4691309-A', 'US-2725235-A', 'US-4616357-A', 'US-4701900-A']",",",False
406,US-2012327114-A1,20121227,US,47361424,Device and associated methodology for producing augmented images,"An augmented image producing device includes a processor programmed receive scene imagery from an imaging device and to identify at least one marker in the scene imagery. The processor then determines whether at least one marker corresponds to a known pattern and if the marker does correspond to a known pattern, the scene imagery is augmented with computer-generated graphics dispersed from a position of the at least one marker. Once the scene imagery is augmented, the computer-generated graphics are displayed on a display screen. The augmented scene imagery can then be used, for example, to actively engage audience members during an event.",['345/633.'],"['G06K9/00778', 'G06K9/00671', 'G06T19/006']",['G09G5/00'],"['US-2007038944-A1', 'US-2006055700-A1', 'US-6937255-B2', 'US-2007257914-A1', 'US-8542238-B2', 'US-2010185529-A1']","[0.041120227, -0.2672223, -0.028410336, -0.03742372, -0.1861478, -0.16917153, 0.09260623, -0.05063829, 0.22092912, -0.1774704, 0.05209838, 0.17941117, 0.042878237, 0.020359576, -0.11103705, 0.16402188, 0.02463561, 0.02238117, 0.13150331, 0.21777494, 0.07739819, 0.2749451, -0.10629459, 0.2001397, -0.07219913, 0.022618921, 0.23822032, 0.10499587, 0.13603093, -0.070370324, 0.17832261, 0.012525972, -0.04589948, 0.026450085, -0.16924319, -0.044225086, 0.055198018, -0.101430066, -0.00091640954, 0.14283347, -0.14105336, -0.10644632, -0.08143626, 0.14207214, -0.05822878, 0.016267598, -0.08924133, -0.082622975, -0.04308515, -0.01670414, -0.10113885, -0.07704007, 0.0042830496, -0.02771703, -0.19436947, -0.0038697647, -0.0951635, 0.2048695, -0.14798437, -0.0074524744, -0.16265163, 0.15083164, -0.16166742, 0.13067885]",True
407,US-2013277130-A1,20131024,US,49379068,Structure for mounting power supply device in vehicle,"A structure for mounting a power supply device in a vehicle includes: a rear bulkhead that separates a cabin and a rear trunk; and a power supply device that is disposed in the rear trunk while opposing the rear bulkhead and that has upper, right, left and rear surfaces covered by a metal cover.",['180/68.5'],"['B62D25/087', 'B60K1/04', 'B60K2001/0416']",['B60K1/04'],"['US-7654351-B2', 'US-8276696-B2', 'US-8430194-B2', 'US-7004233-B2', 'US-2012175177-A1', 'US-8453778-B2', 'US-7905307-B2', 'US-8567543-B2', 'US-7556113-B2', 'US-8584779-B2', 'US-2013037337-A1', 'US-2003186115-A1']",",",False
