,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
489,US-6211260-B1,20010403,US,26563383,Photocurable paint composition for road markings,"A photocurable paint composition for road markings is disclosed, comprising (A) a compound having an ethylenically unsaturated group, (B) a filler, (C) a cationic dye represented by formula (1): 
     
       
         D + A 1   −   ( 1 )  
       
     
     (wherein D +  represents a cation having an absorption maximum wavelength in the wavelength region of from 400 to 1,200 nm, and A 1   −  represents an optional anion), (D) a quaternary organic borate-type sensitizer represented by formula (2):                    
     (wherein R 1 , R 2 , R 3  and R 4  each independently represents an alkyl group, an aryl group, an aralkyl group, an alkenyl group, an alkynyl group, a silyl group, a heterocyclic group or a halogen atom, and Z +  represents an optional cation) and (E) an ultraviolet radical polymerization initiator capable of generating a radical upon absorption of light at a wavelength of 400 nm or less, or additionally comprising (F) glass beads.","['522/81.', '522/25.', '522/100.', '522/14.', '522/28.', '522/16.', '522/83.', '522/15.', '522/103.', '522/92.', '522/96.', '522/26.', '523/172.', '522/90.', '522/75.', '522/18.']","['C09D4/00', 'C09D5/004', 'C09D4/06']","['C08F2/50', 'C09D4/00', 'C09D4/06', 'C08F2/48']","['DE-19730498-A1', 'US-4415603-A', 'US-5952152-A', 'JP-H0675374-A', 'JP-H08209058-A', 'US-5200292-A', 'EP-0047200-A2', 'EP-0389067-A2', 'JP-H10183020-A', 'US-5013768-A', 'WO-9633241-A1']","[0.044101592, -0.09566291, 0.04004158, -0.11096169, 0.032990806, 0.41067094, -0.11980576, -0.10822514, 0.033704, -0.026972273, 0.09344031, 0.10205392, 0.21208797, -0.03075219, -0.02110506, 0.07837333, -0.01228932, 0.024415404, -0.24723063, 0.31288984, -0.06173802, 0.013710373, -0.00024537544, 0.0036298526, -0.028725555, 0.20175432, 0.058485042, 0.055917945, -0.04362727, -0.0093171215, 0.23979865, 0.007564598, -0.007379123, -0.020534018, -0.029978827, -0.21021387, -0.10692449, -0.15461074, -0.03152188, 0.0825909, 0.009354097, -0.18624613, 0.13907027, 0.007615729, -0.120066054, 0.17573193, -0.21406803, -0.044139512, 0.08720327, -0.079207465, -0.052471556, 0.10274992, 0.09032714, -0.20219946, -0.026052313, -0.13603477, -0.10946214, 0.020526547, -0.13897209, 0.091150105, -0.021677205, 0.08557771, 0.18668747, 0.14212123]",True
490,US-2006137632-A1,20060629,US,36032113,Internal combustion engine,An internal combustion engine includes a piston reciprocating in a cylinder; a crankshaft; and a multilink piston-crank mechanism linking the piston with the crankshaft. The multilink piston-crank mechanism includes an upper link having a first end connected with the piston by a piston pin; a lower link mounted rotatably on a crankpin of the crankshaft and having a first end connected with a second end of the upper link by a first connection pin; a control link having a first end connected with a second end of the lower link by a second connection pin; a control shaft connected movably with a second end of the control link and configured to rotate in synchronization with the crankshaft and at a half rotational speed of the crankshaft; and a phase adjusting section configured to variably adjust a phase of rotation of the control shaft relative to the crankshaft in accordance with an operating condition of the engine. The multilink piston-crank mechanism is configured to variably control a piston stroke characteristic of the engine.,['123/78.E'],"['F02B75/048', 'F02B41/04']",['F02B75/04'],"['US-4517931-A', 'US-5732673-A', 'US-6390035-B2']","[-0.040063474, -0.2107064, -0.030094177, -0.14767733, 0.06468308, 0.013160667, -0.050857328, 0.11214639, 0.2600341, 0.049516145, 0.10437921, 0.10915546, -0.04576439, -0.037645735, -0.022425633, -0.104240015, 0.0071043535, 0.11690229, -0.004519569, 0.21346787, -0.029256402, -0.265297, 0.0034720215, 0.10243956, 0.15109491, -0.17812315, 0.24898082, -0.0100585185, 0.29669106, 0.053451784, -0.0054028034, 0.06041647, -0.0061830664, 0.09243977, 0.065660946, -0.2798806, -0.027116455, -0.081874095, -0.07039825, 0.12408671, -0.15370542, -0.03887207, -0.009437957, 0.16982208, 0.008728464, -0.080412805, 0.22371708, -0.1513917, -0.13731879, -0.11536443, -0.043737054, 0.08845246, -0.096015975, 0.13121055, -0.1393236, -0.10599849, 0.11308639, 0.04027921, 0.098550506, 0.0021249477, 0.17927553, -0.107484914, -0.17710091, 0.031234387]",False
491,US-8540470-B2,20130924,US,44341829,Locking nut,"A nut fastener is provided for locking the nut to prevent inadvertent loosening of the nut. The nut fastener is particularly useful for tightening a wheel onto an axle. The nut fastener includes a nut, a collar and a retaining ring. The nut is unlocked by pushing on an engagement surface of the collar. When the collar is released, the collar locks against the nut.","['411/198.', '411/221.', '411/326.']",['F16B39/12'],['F16B39/10'],"['US-1212033-A', 'US-1287270-A', 'US-588346-A', 'US-5597278-A', 'US-4812094-A', 'US-5180265-A', 'US-5533849-A', 'US-4971501-A', 'US-1297845-A', 'US-292513-A', 'US-8011866-B2', 'US-3942570-A']","[-0.06772787, -0.23250452, -0.10483721, -0.32466906, -0.09422019, -0.012237195, 0.03751872, -0.06931555, 0.23762374, -0.19671975, 0.071246825, -0.13164678, -0.025301076, -0.09992567, 0.115267955, -0.18750943, 0.106131814, -0.054442644, -0.06138007, 0.16139136, -0.05080122, -0.17705578, -0.1491994, -0.0152941765, 0.0034309535, -0.11420965, -0.2868906, 0.070552394, 0.12629063, -0.14731307, 0.066445895, -0.014588316, 0.08271849, -0.056336645, -0.008335324, -0.13742812, 0.083504766, -0.075272135, 0.1618573, 0.19033778, 0.054550666, -0.12584938, 0.09302842, 0.19519669, -0.016875565, -0.0033458336, 0.23424187, -0.0981505, 0.09904104, -0.005645551, -0.108180605, 0.122137494, -0.02167521, 0.13737029, -0.016265206, -0.064829424, -0.0095640095, 0.010741959, -0.07037593, 0.29534534, -0.01182652, -0.015098684, 0.03822896, 0.03307886]",False
492,US-6910790-B2,20050628,US,27799287,"Headlight having a pivoting elliptical reflector and a fixed lens, for producing an offset or verge beam","A headlight for providing a light beam adapted to illuminate the verge of the road. From the rear towards the front along a horizontal reference axis are an elliptical reflector, a light source, and a convergent lens element. The reflector and light source are mounted for pivoting movement, to provide a movable optical axis with respect to the longitudinal axis. The lens is fixed. A lateral portion arranged in an angular sector is swept by the movable optical axis, and is designed to cause the light beam to be modified as a function of the offset angle defined by the movable optical axis with the longitudinal axis.","['362/512.', '362/514.', '362/523.', '362/427.']","['F21S41/275', 'F21S41/26', 'B60Q1/12', 'B60Q2300/122', 'F21S41/675', 'B60Q1/18', 'B60Q2300/334']","['F21V5/00', 'B60Q1/24', 'B60Q1/12', 'F21W101/10', 'F21S8/10', 'F21V7/16', 'B60Q1/18', 'F21Y101/00', 'F21V14/02', 'F21V14/04']","['US-6341884-B1', 'US-6447152-B1', 'FR-2639888-A1', 'US-4827367-A', 'FR-2772882-A1', 'US-6309094-B1', 'US-2002135280-A1', 'US-4971405-A', 'US-5412543-A', 'FR-1536280-A', 'FR-2664677-A1', 'FR-2602305-A1', 'US-3567919-A', 'WO-9911969-A1', 'FR-2609148-A1', 'US-6007223-A', 'US-4803601-A', 'US-5086376-A', 'US-6059435-A', 'FR-2536503-A1', 'FR-2776366-A1']","[-0.07598625, -0.014939853, -0.26299018, -0.2514828, -0.12567425, 0.070952944, -0.1489544, 0.01918171, 0.14742194, -0.054287322, -0.0009378528, 0.17329895, 0.2246673, -0.07074053, -0.020116013, -0.059294965, 0.19394255, 0.07362761, -0.054308828, 0.16846782, -0.07826314, 0.07405329, -0.057898052, 0.01948075, 0.037092075, -0.1381391, 0.21524993, 0.18808334, 0.080877066, -0.054117724, 0.07969482, -0.010081215, -0.021664457, 0.06700836, -0.018416673, -0.19867446, 0.14041068, -0.25589505, 0.09277981, 0.07411922, -0.13845187, -0.12037436, 0.23867276, 0.11666872, -0.0902108, -0.0063635353, -0.13814086, -0.0940959, -0.06743308, -0.0019756344, -0.09147068, -0.001782053, -0.10544626, 0.13514085, -0.008491036, -0.1809738, 0.10332514, 0.08454991, -0.14822981, -0.21333084, -0.0013596034, 0.016715646, -0.18918082, -0.12400999]",True
493,US-7209031-B2,20070424,US,29387726,Obstacle detecting apparatus and method,"An obstacle detecting apparatus includes an image input unit for receiving images inputted respectively from a plurality of image pick-up devices and accumulating the input images, a feature calculating unit for calculating predetermined, specific feature quantities in the respective accumulated images, a feature comparing unit for comparing the feature quantities, and a result judging unit for judging the presence or absence of an obstacle on the basis of the comparison result. The obstacle detecting apparatus can thus detect an obstacle present on the road by distinguishing the obstacle from a mere object causing no obstruction to driving of the vehicle.","['340/435.', '367/99.', '340/425.5', '340/436.', '367/112.', '340/902.']","['G06K9/00805', 'G06T7/77', 'G06T7/97', 'G06T7/73']","['G06K9/00', 'G08G1/16', 'B60R21/00', 'G06T1/00', 'B60Q1/00', 'G06T7/00']","['JP-2001076128-A', 'JP-H08329397-A', 'US-6819779-B1', 'US-6114951-A', 'US-5694483-A', 'JP-2000293693-A', 'US-6963661-B1', 'JP-H10505176-A', 'JP-2000293893-A', 'US-6057754-A']","[-0.049832776, -0.016375143, -0.27367282, -0.18439999, -0.29460347, 0.08333369, -0.02040799, -0.048985016, 0.054674566, -0.04981206, 0.07550384, 0.2805854, 0.084033385, -0.026503032, -0.124070555, 0.10677946, -0.10727594, 0.176603, -0.11015627, 0.17836107, -0.109130956, 0.007172965, -0.21353044, 0.23207796, 0.16189978, -0.030297117, 0.045321725, 0.14794151, -0.055676974, -0.0738201, 0.03682419, -0.091220096, -0.076565586, -0.013816406, -0.028295087, -0.121783, 0.17527457, -0.1526222, 0.081752606, 0.1476767, -0.105769046, -0.22679809, -0.14009206, 0.15491207, -0.0052611073, -0.18863356, 0.096563295, -0.019361448, 0.019312564, -0.08933639, -0.0076455506, -0.04230311, -0.07808142, 0.09563554, 0.06017058, 0.048272323, 0.15307839, 0.12287617, -0.14681181, 0.004063124, -0.04413571, 0.20300815, -0.09519877, 0.022613108]",True
494,US-2007245582-A1,20071025,US,38618066,"Tool For Plumbing, Squaring and Attaching","The present invention is generally related to products and methods for leveling, plumbing, squaring and a frame to a structure during its attachment.",['33/474.'],"['G01C9/24', 'G01B3/566', 'E04F21/0015']",['B43L7/027'],"['US-5771597-A', 'US-6327786-B1', 'US-7305773-B2', 'US-2003204963-A1', 'US-7398601-B2', 'US-6314652-B1', 'US-6622394-B2', 'US-7299559-B2', 'US-7266899-B2', 'US-5727325-A', 'US-5933974-A', 'US-2006201009-A1', 'US-7228636-B1', 'US-2005257390-A1', 'US-6230416-B1', 'US-6578278-B2', 'US-5897816-A', 'US-4573276-A', 'US-6122834-A']","[0.107861176, -0.06823102, -0.13382562, -0.0005568935, -0.021468213, -0.039165962, -0.17985883, -0.0289514, 0.05677734, -0.1653333, 0.055863015, -0.002149249, 0.2634099, 0.08821753, -0.043527763, 0.07289964, 0.27106377, -0.03776341, -0.13199729, 0.16414121, 0.029713154, -0.11713631, -0.037179045, 0.17228258, -0.03096845, 0.13861677, 0.03452031, 0.1594079, 0.015168131, 0.16345592, 0.18180971, 0.051333807, 0.16034001, -0.08316355, -0.18154088, -0.0711449, -0.0070155035, -0.20984854, 0.045816574, 0.06614473, -0.03453626, -0.31455234, 0.13807914, 0.16420384, 0.067451626, -0.09191082, 0.17647347, -0.0051675774, 0.05171961, -0.17495656, -0.062074896, -0.028070593, 0.082743116, -0.047894936, -0.28630903, 0.08373999, 0.11730339, -0.07204977, -0.06369882, 0.16876224, -0.12109734, 0.13272646, 0.07758172, -0.028873459]",False
495,US-6486012-B1,20021126,US,12600566,Semiconductor device having field effect transistors different in thickness of gate electrodes and process of fabrication thereof,"An n-channel type field effect transistor and a p-channel type field effect transistor are fabricated on a p-type well and an n-type well, respectively, and the arsenic-doped gate electrode of the n-channel type field effect transistor is thinner than the boron-doped gate electrode of the p-channel type field effect transistor so that the arsenic and the boron are appropriately diffused in the gate electrodes during a rapid annealing.","['438/231.', '257/E21.638', '438/218.', '438/199.', '438/595.']",['H01L21/82385'],"['H01L21/8238', 'H01L27/092']","['JP-H0432260-A', 'JP-H04254371-A', 'US-5567642-A', 'US-5296401-A', 'US-4931411-A', 'US-5496771-A', 'US-5021354-A', 'US-4824796-A', 'JP-H07153847-A', 'GB-2257563-A']","[-0.16319253, 0.00037321003, 0.018303692, 0.069262415, -0.098437615, 0.04137926, -0.025681145, 0.03961254, 0.17575401, 0.013268122, -0.043028172, -0.14511922, -0.0076469737, -0.023062797, 0.09456692, -0.09257602, 0.19351578, 0.12641537, -0.25641742, 0.04587822, 0.04543265, 0.076961875, 0.006258123, -0.0014117009, -0.10008358, -0.18665636, 0.258881, 0.11009034, -0.031350695, -0.17076883, 0.13192028, -0.10801198, -0.0011273992, -0.078469336, -0.13731939, 0.002354685, 0.14448895, -0.13086003, 0.1716107, 0.29720905, -0.06811949, -0.02067963, 0.10137218, -0.04979958, -0.20550427, -0.031116892, 0.16207209, -0.035868827, -0.0663192, -0.14885412, -0.120710894, 0.12703615, -0.20846012, 0.1423653, -0.116729714, 0.08308448, -0.0040922468, -0.18946373, -0.19342014, 0.08772994, 0.14415859, 0.23356111, -0.030288959, 0.042764135]",False
496,US-6308492-B1,20011030,US,7871444,Process and apparatus for producing packs,"The invention relates to a process and an apparatus for producing packs, in particular cigarette packs. A change in the type of pack makes it necessary for the operators carefully to provide the correct packaging material assigned to the new type of pack. In practice, this change of material often takes place incorrectly. The invention avoid errors when the type of pack is changed in that markings, which are assigned to packaging material of different designs and are provided on the packaging material and/or the carrier thereof, in particular on a core of the reel, and/or the pack, are used to identify the packaging material and to check it for correct assignment in relation to the type of pack which is to be produced.","['53/148.', '53/55.', '250/548.', '53/65.']","['B65B19/228', 'B65B19/28', 'B65B57/02']","['B65B19/12', 'B65B19/28', 'B65B19/22', 'B65B19/00', 'B65B57/02']","['US-5970682-A', 'US-6038836-A', 'US-6158193-A', 'US-4972494-A', 'EP-0791539-A1', 'US-5877506-A', 'DE-19614920-A1', 'DE-19510392-A1', 'DE-19543246-A1', 'GB-1323552-A', 'EP-0330495-A2', 'US-4641771-A', 'DE-2137937-A1', 'DE-19701618-A1', 'US-5607121-A', 'DE-7706956-U1', 'EP-0790187-A2', 'EP-0693424-A1', 'DE-4216286-A1', 'EP-0142129-A2', 'EP-0157087-A1', 'EP-0677444-A1', 'DE-19607215-A1', 'US-4682038-A']","[-0.13971569, 0.0042031244, -0.22832198, -0.15824088, -0.021231418, 0.054684587, -0.06306595, 0.1697761, -0.089857325, -0.18503325, -0.081142195, 0.22006686, 0.17333116, -0.05105694, 0.02446895, 0.052124072, 0.07375932, 0.102496326, -0.2777502, 0.017919345, 0.0446133, -0.018038103, 0.026738772, 0.041012887, 0.1689463, 0.11706861, 0.15309772, -0.029713143, -0.15953338, 0.0027894452, 0.042040378, 0.10978898, 0.017538037, -0.050995357, -0.25847605, -0.15586245, -0.06470532, -0.035135478, 0.14826366, 0.14967169, 0.20905712, 0.02065004, 0.0005490449, 0.15101518, 0.14853774, -0.16284001, -0.056444183, -0.11668744, 0.11065205, 0.030303733, 0.017204877, 0.066768564, 0.05000085, 0.17740135, -0.069323875, -0.011197641, -0.062327165, 0.19416648, -0.1399144, 0.15241523, 0.0025608235, 0.20186906, -0.20682639, 0.17000537]",False
497,US-5443015-A,19950822,US,22782489,Center bowl wear liners for railroad cars with varying hardness values,"A wear liner for use in a railroad freight car between a truck bolster bowl and a car body center plate comprises a non-metallic wear liner bowl which has a horizontal bottom floor, and an upstanding circumferential side wall extending upwardly from the periphery of the bottom floor to a top flange which forms an upper rim. A sealing member extends outwardly from the upper rim and has an upper lip which extends outwardly and upwardly to contact a base shoulder of the center plate. The sealing member also has a lower lip that extends outwardly and downwardly to contact a top shoulder of the truck bolster bowl. The floor and circumferential side wall of the wear liner are made of a harder synthetic resin plastic material than the synthetic resin plastic material of which the softer sealing member is made. The composite sealing member lips are outboard of the side wall of the car body center plate and the truck bolster bowl so as to be out of the way when the center plate is being lowered into the truck bowl.",['105/199.4'],['B61F5/16'],['B61F5/16'],"['US-4075951-A', 'US-3466102-A', 'US-1781253-A', 'US-4112851-A', 'US-4222331-A', 'US-3570409-A', 'US-4289077-A', 'US-3405654-A', 'US-3944298-A', 'US-4241667-A', 'US-2258640-A', 'US-3405565-A']","[0.11316742, -0.13909534, -0.0035676102, -0.15791926, 0.028209172, 0.19303574, -0.0851897, 0.050901152, 0.06197534, 0.10267269, 0.023491729, 0.05848598, 0.13814017, 0.0068156873, 0.105234794, 0.057166968, 0.16457991, -0.053607266, 0.0023324774, 0.15287186, -0.022611871, 0.03271822, -0.1485541, 0.0921853, 0.15643543, 0.030259792, -0.29355612, 0.14762232, -0.08533539, 0.08062798, 0.027638713, -0.012120565, 0.117569424, -0.115245424, -0.09166033, -0.2279434, 0.08900642, -0.21743542, 0.14500247, 0.25749442, 0.004657511, -0.11399836, -0.047298435, 0.09233464, 0.06114184, -0.34160143, 0.018957496, -0.019644208, -0.0661911, 0.15075831, -0.022089623, 0.24556808, 0.051006224, 0.16980523, 0.061360892, -0.077148184, -0.0972864, 0.04117217, 0.038578164, 0.16954829, 0.18159685, 0.1486639, -0.04156955, -0.08616886]",False
498,US-5501545-A,19960326,US,23316218,Retroreflective structure and road marker employing same,"A retroreflective structure and a method for forming the structure are disclosed. The structure has a window side and a facet side. The facet side has a plurality of steps with treads and risers intersecting at an angle. The risers include an array of retroreflective elements. Preferably, the elements are cube-corner prisms.","['404/16.', '359/531.', '404/14.']","['E01F9/553', 'Y10S425/808', 'Y10T29/49616', 'G02B5/124']","['G02B5/124', 'G09F13/16', 'E01F9/08', 'E01F9/06']","['US-2991698-A', 'US-4202600-A', 'US-3541216-A', 'US-3790293-A', 'US-3319542-A', 'US-4521129-A', 'US-3277800-A', 'US-3992080-A', 'US-5171624-A', 'US-3588222-A', 'US-3935359-A', 'US-3924958-A', 'US-4243618-A', 'US-4244683-A', 'US-3810804-A', 'US-4801193-A', 'US-4332847-A', 'US-3811983-A', 'US-2664065-A', 'US-3938903-A', 'US-4040760-A', 'US-5132841-A', 'US-4557624-A', 'US-3830682-A', 'US-3936208-A', 'US-1707432-A', 'US-3975083-A', 'US-5340231-A', 'US-4555161-A', 'US-4145112-A', 'US-4182548-A', 'US-3417959-A', 'US-4362425-A', 'US-4279471-A', 'US-3684348-A', 'US-3392639-A', 'US-3689346-A', 'US-5229882-A', 'US-5392728-A', 'US-4076383-A', 'US-2948191-A', 'US-4234265-A', 'US-5264063-A']","[-0.11847175, -0.112764604, -0.11286369, -0.07395951, -0.27378055, 0.2551741, -0.017934565, -0.027574215, 0.19086547, -0.13767119, 0.24018592, 0.21695244, 0.17507978, -0.12215879, 0.06940529, 0.019422388, 0.09935313, 0.12452234, -0.22816116, 0.11590351, -0.022368846, 0.049321264, -0.07142362, 0.04516722, -0.011351623, -0.024938323, -0.028783498, 0.16840562, -0.11190584, 0.064535156, -0.023622548, 0.07756667, 0.08717201, 0.078582786, 0.00867325, -0.21838553, -0.05705186, -0.26735622, 0.2711893, 0.073866054, -0.12838387, -0.1394532, 0.10834748, 0.06770692, -0.08130903, 0.0071697175, -0.04401662, -0.091012076, 0.23752393, -0.022227064, -0.04676375, -0.0921023, -0.08944124, -0.16610903, 0.07193381, -0.044171568, 0.11922853, 0.120824076, -0.00552218, -0.0038363712, 0.056704544, 0.027132109, -0.080478474, -0.121800385]",True
499,US-5416672-A,19950516,US,22287262,Aircraft illumination device,"A system for illuminating parts of an aircraft, such as a helicopter, including three low-intensity position lights (10) mounted on the aircraft, with two of the position lights mounted in a forward location and spaced laterally from the center of the aircraft and a third position light mounted in an aft location centrally positioned on the aircraft. The three position lights provide a triangular light formation that indicates the position of the aircraft during tactical, covert operations. The position lights include a chemiluminescent light source (12) and a housing (22) for carrying the chemiluminescent light source. Each housing is secured to a part of the aircraft by means of a bracket (52) and a pair of band clamps (60). The chemiluminescent light source is visible from within the housing within a limited range of the aircraft. Preferably, the chemiluminescent light source creates an infrared light that is detectable by means of night vision goggles worn by pilots of nearby flying aircraft.","['340/946.', '362/34.', '362/470.']",['B64D47/02'],['B64D47/02'],"['US-2365038-A', 'US-4916581-A']","[0.012435879, -0.13847278, -0.034691654, -0.29466173, 0.05944977, 0.06666312, -0.0035002541, 0.0894519, 0.14450182, -0.15277956, 0.05032107, 0.19550416, 0.13058293, -0.1156393, -0.03855879, 0.15488401, 0.16091357, 0.110282235, -0.21903974, 0.26277727, -0.12936361, 0.08000204, -0.055828903, -0.19368088, 0.13576475, 0.083908215, -0.010211528, 0.2561456, 0.10492571, -0.09535487, 0.060390774, 0.013035482, -0.05286351, 0.0440758, -0.11072279, 0.10260658, 0.09215238, -0.22455125, 0.16247328, 0.06650047, -0.05531467, -0.08275257, -0.115141846, 0.067033574, 0.08270496, -0.062439993, 0.117680974, -0.09022747, -0.121699125, -0.106520355, 0.021583518, -0.19212097, -0.010322813, -0.043172598, 0.03345632, -0.1913859, -0.08020908, 0.22470532, -0.018017113, 0.06617499, 0.030594168, 0.20187995, -0.09706887, 0.09040554]",True
500,US-7983802-B2,20110719,US,39595001,Vehicular environment scanning techniques,"Method for creating and managing a digital map for use by vehicles and including information relating to travel lanes on which the vehicles travel includes illuminating the environment outside of and around the vehicle with infrared illumination in an eye-safe part of the infrared spectrum as the vehicle is traveling on a travel lane to be mapped, forming, on the vehicle, at least one image from reflections from any objects in the path of the infrared illumination (such as by means of an image sensor), analyzing each image to obtain information about the object from which the infrared illumination has been reflected, and incorporating the information into the map if not already present therein. A driver of the vehicle may be alerted if the information obtained about an object in the environment outside of and around the vehicle indicates that a collision with the object is about to occur.","['701/1.', '340/436.', '180/169.', '701/301.']",['G08G1/161'],"['G08G1/16', 'G06F19/00']","['US-5548515-A', 'US-6735630-B1', 'US-6809870-B2', 'US-7079974-B2', 'US-5771326-A', 'US-5111400-A', 'US-6422713-B1', 'US-5890796-A', 'US-5381338-A', 'US-5971578-A', 'US-6690017-B2', 'US-6429429-B1', 'US-5434754-A', 'US-6405132-B1', 'US-2007156286-A1', 'US-6730913-B2', 'US-2007023660-A1', 'US-7693654-B1', 'US-6483094-B1', 'US-5857770-A', 'US-6774367-B2', 'US-6725139-B2', 'US-5700078-A', 'US-2007219720-A1', 'US-6828544-B2', 'US-6538820-B2', 'US-6897465-B2', 'US-7295925-B2', 'US-5791757-A', 'US-6900437-B2', 'US-5314037-A', 'US-6036340-A']","[-0.09900499, -0.06424777, -0.08322899, -0.09304341, -0.23649003, 0.05595069, 0.050126567, 0.015739782, 0.1582212, -0.05106771, -0.10897404, 0.2807056, 0.1617117, -0.116906725, -0.037776727, 0.1877989, 0.06441765, 0.02092174, -0.30893365, 0.1950532, 0.11152516, 0.08458706, -0.038118772, 0.1444106, 0.09257082, -0.14527743, 0.024850141, 0.2582111, 0.06926007, -0.060747508, 0.14409357, 0.02369613, -0.027417859, -0.003914572, -0.1809964, -0.01541191, 0.04300732, -0.20677167, 0.016911022, 0.10021361, -0.1446759, -0.15271625, -0.051073592, 0.12906885, 0.050965864, -0.027307378, 0.028574908, -0.10990568, -0.040960357, 0.057450153, -0.015502471, -0.03717833, -0.029587321, 0.14068225, 0.2882135, 0.044207443, 0.25218916, 0.20403428, -0.014068513, 0.023425115, -0.035526283, 0.12772432, -0.05200201, -0.009450657]",True
501,US-9043800-B2,20150526,US,48428233,Video player instance prioritization,A video player instance may be prioritized and decoding and rendering resources may be assigned to the video player instance accordingly. A video player instance may request use of a resource combination. Based on a determined priority a resource combination may be assigned to the video player instance. A resource combination may be reassigned to another video player instance upon detection that the previously assigned resource combination is no longer actively in use.,"['718/104.', '718/103.']","['H04N21/443', 'G06F9/50', 'H04N21/4424', 'H04N21/42607']","['H04N21/443', 'G06F9/50', 'H04N21/442', 'H04N21/426', 'G06F9/46']","['US-6016166-A', 'US-2009182889-A1', 'US-2008187053-A1', 'US-2007083868-A1', 'US-2010067576-A1', 'US-6384846-B1']","[0.10469511, -0.14716977, -0.06768978, -0.03393637, -0.14340852, -0.16987194, 0.22766653, 0.012646687, 0.04575132, -0.083101556, 0.0046180296, 0.16830866, 0.054778, 0.043632813, -0.15644914, 0.17375639, 0.105672725, 0.08176505, 0.073022306, 0.08463472, 0.024653755, 0.26003888, -0.13451986, 0.07026231, 0.06910649, 0.076778576, 0.24786043, 0.04384813, 0.19726302, 0.11511594, 0.11521114, 0.012582002, -0.018131204, 0.007968524, -0.15000889, -0.1302256, 0.14217114, -0.19384226, -0.08718845, 0.10593535, -0.07510498, -0.09452276, 0.013107438, 0.12178907, 0.018754251, -0.027735882, -0.07409511, 0.06476775, -0.098346725, 0.10552965, -0.33429793, 0.09870253, 0.07217639, 0.104022026, -0.16315705, 0.0024640535, -0.07977344, 0.16475676, -0.18173702, 0.13053274, -0.04947019, 0.0039699003, 0.048304547, 0.26813093]",False
502,US-2004086153-A1,20040506,US,32179930,Methods and systems for recognizing road signs in a digital image,"Methods for recognizing road signs in a digital image are provided. One such method comprises: capturing a digital color image; correlating at least one region of interest within the digital color image with a template matrix, where the template matrix is specific to a reference sign; and recognizing the image as containing the reference sign, responsive to the correlating step.","['382/209.', '382/104.']","['G06K9/3233', 'G06K9/00818']",['G06K9/32'],"['US-6801638-B1', 'US-6928193-B2', 'US-7039229-B2', 'US-7130454-B1', 'US-6453056-B2', 'US-2001048757-A1', 'US-5627915-A', 'US-2001040982-A1', 'US-4143264-A', 'US-2001036300-A1', 'US-6539107-B1', 'US-5134666-A', 'US-6285778-B1', 'US-6472977-B1', 'US-7068844-B1']","[0.037700098, 0.012793175, -0.20036921, -0.03063597, -0.17803206, 0.13166559, 0.054739367, -0.07278347, 0.21278332, -0.035940725, 0.008546228, 0.17808498, 0.08747385, 0.026971439, -0.060007732, 0.09838253, -0.024357963, 0.2933739, -0.07098194, 0.25728303, 0.008323387, 0.19889277, -0.006080847, 0.060882993, 0.061101753, 0.0852601, 0.27999616, 0.053210095, 0.1442455, -0.10726161, 0.01817768, -0.037927285, -0.11303632, -0.07960553, -0.019197978, -0.1870193, 0.1079468, -0.11751449, 0.18632671, 0.020795863, -0.08092695, -0.21441196, -0.06943194, 0.03950984, -0.046131805, -0.1732764, 0.08039926, 0.009156664, 0.059296843, -0.07418097, -0.058399964, 0.0034014133, -0.052799106, 0.17231877, -0.0027982234, 0.22840141, 0.16963409, 0.0042562257, -0.29658377, 0.010271774, -0.055185344, 0.18645357, -0.033729058, 0.08263028]",True
503,US-5631860-A,19970520,US,17859996,Carry Selecting system type adder,"An adder including a first exclusive OR device, a second exclusive OR device for receiving an output of the first exclusive OR device and a generating signal G(i-1), exclusive ORing the output result of the first exclusive OR device and the generating signal G(i-1), and outputting the calculated result as a sum Si0, and a third exclusive OR device for receiving an output of the second exclusive OR device and a propagating signal P(i-1), exclusive ORing the output result of the second exclusive OR device and the propagating signal P(i-1), and outputting the calculated result as a sum Si1, whereby the amount of hardware and power consumption of the adder used in a carry selecting system is reduced.","['708/710.', '708/714.']","['G06F2207/5063', 'G06F7/508', 'G06F7/507']","['G06F7/508', 'G06F7/50', 'G06F7/507']","['JP-H06298460-A', 'US-4764888-A']","[0.08482299, -0.13105056, -0.21529122, -0.046800505, -0.060925532, 0.013946333, 0.20338698, -0.04250606, 0.13764031, 0.08668645, 0.10243404, 0.031619765, 0.07514708, 0.048561502, -0.0376594, -0.070347235, -0.040788762, -0.010562791, -0.17748909, 0.13901563, -0.033866964, 0.01696588, -0.15714428, 0.016811308, -0.11448582, -0.12732226, 0.27790964, 0.058152374, 0.10271324, -0.1295327, -0.0062540835, -0.0848414, 0.008243698, 0.13651966, 0.18124238, -0.15074353, 0.26834244, -0.17916076, 0.20756327, 0.1309784, -0.02651521, -0.09078282, 0.30541378, 0.0135581335, 0.06252327, 0.17065641, -0.028502023, 0.12374359, -0.088271946, 0.020543767, -0.25722587, 0.05946514, 0.07542939, 0.037284184, -0.07100617, 0.17973799, 0.07203862, -0.12325431, -0.05150718, -0.03628544, 0.11637406, 0.21787696, -0.040044148, 0.06838616]",False
