,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
193,US-7692328-B2,20100406,US,40159533,Power unit of underwater vehicle,"The present invention provides a power unit of an underwater vehicle, which allows reduction in size and weight of a transformer for stepping down a power voltage of a power supply to increase a loading amount of a variety of devices with respect to the underwater vehicle, so as to obtain a favorable operating environment. The power unit is connected to the power supply through a cable and receives power through the cable. Further, the power unit comprises an electronic transformer having: a rectifier for rectifying a high-voltage alternate current power of the power supply into a direct current; a high-frequency converter for converting an output of the rectifier into a high-frequency alternate current; a transformer for stepping down an output voltage of the high-frequency converter; a rectifier for rectifying an output of the transformer into a direct current; and a control circuit for controlling the high-frequency converter.",['307/9.1'],"['B63G8/08', 'B63H21/17', 'B63G8/42']",['B60L1/00'],"['JP-H09272494-A', 'US-2008105562-A1', 'US-2008007265-A1', 'US-6437996-B1', 'US-4009452-A', 'US-2007289367-A1', 'US-6456179-B1', 'US-6031737-A']","[0.07414508, -0.1280085, -0.030058501, -0.10506391, -0.06363089, -0.08880416, 0.09740054, -0.10638012, 0.13986698, -0.055900693, -0.16745271, -0.026830433, 0.11513043, 0.0849426, -0.16233753, 0.072920896, 0.06363588, 0.07771508, -0.16890304, 0.47715542, -0.004643134, 0.032953765, -0.12776457, -0.12690888, 0.18149771, -0.24776183, 0.020451186, -0.07392051, 0.07662888, 0.13558768, 0.098492526, -0.15369402, -0.025556458, -0.07267035, -0.03636184, -0.082598224, 0.17215751, -0.20494051, -0.04177084, 0.05390407, 0.03346232, 0.028129507, -0.033915304, 0.11164003, 0.14796193, 0.06397143, 0.073807396, 0.13429745, -0.108258955, -0.1291612, -0.024494475, -0.033660706, -0.151821, 0.09028021, -0.046240415, 0.018526139, 0.054963265, -0.11479195, 0.0031289635, 0.072621696, 0.13135341, 0.3213312, 0.015763938, 0.10397165]",True
194,US-2011110863-A1,20110512,US,40888411,Compositions and methods for producing emulsions for nuclear magnetic resonance techniques and other applications,"The disclosure provides, in part, compositions and methods for producing emulsions. In certain embodiments, emulsions of the disclosure can be used for the detection of inflammation and cell tracking using MRI. The disclosure provides, in part, methods for labeling, detecting and quantifying cell numbers in vivo. In certain embodiments, emulsions can be used as an artificial blood substitute","['435/29.', '424/9.3']","['A61K49/1806', 'A61K49/1812', 'A61K49/0078', 'A61K49/1896', 'A61K49/10', 'A61K49/0002']","['A61K49/06', 'C12Q1/02']","['US-5958371-A', 'US-6331406-B1', 'US-5785950-A', 'US-6361996-B1', 'US-5972703-A', 'US-4558279-A', 'US-6245566-B1', 'US-4838274-A', 'US-5539059-A', 'US-5942225-A', 'US-2002045259-A1', 'US-4996041-A', 'US-5114703-A', 'US-4935223-A', 'US-2002102216-A1', 'US-4714680-A', 'US-5437994-A', 'US-5925567-A', 'US-5827735-A', 'US-2002192688-A1', 'US-2003003574-A1', 'US-2007253910-A1', 'US-6040180-A', 'US-6090622-A', 'US-4094911-A', 'US-5843782-A', 'US-2004146462-A1', 'US-2009263329-A1', 'US-6190910-B1', 'US-5460800-A', 'US-7514074-B2', 'US-5690907-A', 'US-6171610-B1', 'US-4570004-A', 'US-2002016002-A1', 'US-5397562-A', 'US-4714680-B1', 'US-5589376-A', 'US-2004109824-A1', 'US-5716827-A', 'US-2005244384-A1', 'US-2002123143-A1', 'US-6461586-B1', 'US-5061620-A', 'US-4783401-A', 'US-5763197-A', 'US-6200806-B1', 'US-5330681-A', 'US-2005079131-A1', 'US-2006040389-A1', 'US-5914108-A', 'US-4990283-A', 'US-5766948-A', 'US-5824489-A', 'US-5750397-A', 'US-6511967-B1', 'US-5753506-A', 'US-2006239919-A1', 'US-6468794-B1', 'US-5643741-A', 'US-2005008572-A1', 'US-5486359-A', 'US-2002068045-A1', 'US-5851832-A', 'US-2007258886-A1', 'US-6357937-B1', 'US-5196348-A']",",",False
195,US-2012308076-A1,20121206,US,47259923,Apparatus and methods for temporally proximate object recognition,"Object recognition apparatus and methods useful for extracting information from an input signal. In one embodiment, the input signal is representative of an element of an image, and the extracted information is encoded into patterns of pulses. The patterns of pulses are directed via transmission channels to a plurality of detector nodes configured to generate an output pulse upon detecting an object of interest. Upon detecting a particular object, a given detector node elevates its sensitivity to that particular object when processing subsequent inputs. In one implementation, one or more of the detector nodes are also configured to prevent adjacent detector nodes from generating detection signals in response to the same object representation. The object recognition apparatus modulates properties of the transmission channels by promoting contributions from channels carrying information used in object recognition.",['382/103.'],['G06N3/049'],['G06K9/00'],['US-2002038294-A1'],"[-0.07229053, -0.18413872, -0.18934609, -0.005277322, -0.20082316, -0.170714, 0.16345319, 0.00963506, 0.14517118, -0.10153537, 0.032916754, 0.1358613, 0.09341973, -0.15592535, -0.15403998, 0.16523018, 0.11136717, 0.033594534, -0.03494465, 0.1229478, 0.06490037, 0.015258111, -0.114100225, 0.09243361, 0.096205875, -0.009249862, 0.20924565, 0.17767027, 0.31941915, -0.12970126, -0.096559405, -2.5369662e-05, -0.12288599, -0.060934737, -0.15928856, -0.23709531, 0.108583495, -0.04441191, 0.059715368, 0.055846617, -0.08027258, -0.09919188, -0.10989719, 0.01533106, -0.0937569, 0.022530526, -0.026232455, 0.06938102, 0.0064153876, -0.118969835, -0.014539449, -0.03491795, 0.118007906, 0.06879455, -0.015930623, 0.20792244, 0.11317553, -0.016158115, 0.021492934, 0.23323329, 0.07516251, 0.30320084, -0.13207372, 0.00020492988]",True
196,US-2013243745-A1,20130919,US,45067276,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of lysyl-trna synthetases","Provided are compositions comprising newly identified protein fragments of aminoacyl-tRNA synthetases, polynucleotides that encode them and complements thereof, related agents, and methods of use thereof in diagnostic, drug discovery, research, and therapeutic applications.","['514/6.9', '514/19.3', '435/188.', '435/375.', '514/21.2', '530/350.', '530/387.9', '435/7.4', '435/325.', '435/183.', '424/94.5', '514/18.2']","['G01N33/68', 'C12Y601/01007', 'C12Y601/01', 'C07K2317/622', 'C12N5/0602', 'C12N9/96', 'C07K16/40', 'C12N9/93', 'G01N33/573', 'A61K38/00', 'C07K2317/24', 'G01N2333/9015']","['G01N33/68', 'C12N5/071', 'C07K16/40', 'C12N9/00', 'C12N9/96']","['US-6852512-B2', 'US-7745391-B2']",",",False
197,US-8430049-B1,20130430,US,48145985,Launch and recovery systems and methods,"An apparatus for launching and recovering at least one water vehicle includes a frame supported by a base. The base may be mounted to the deck of a boat. The frame includes an elongate stand for supporting the water vehicle. The frame is mounted for being moved relative to the base between a stowed position and a deployed position, so that a rear end of the stand is at a lower elevation in the deployed position than in the stowed position. A guide is carried by the frame and adapted for being moved back and forth along the stand. The guide is for mechanically guiding the water vehicle along the stand.","['114/366.', '414/137.7', '114/258.', '114/259.']","['B63B27/36', 'B63G8/42']",['B63B35/40'],"['US-D363914-S', 'US-7051664-B2', 'US-D304923-S', 'US-5396860-A', 'US-D390618-S', 'US-6390012-B1', 'US-D560264-S', 'US-D573937-S', 'US-D573220-S', 'US-5307754-A', 'US-6600695-B1', 'US-D371411-S', 'US-7010401-B1', 'US-D630994-S', 'US-D242615-S', 'US-D466175-S', 'US-D352023-S', 'US-6558104-B1', 'US-7000560-B2', 'US-8145369-B1', 'US-2001025594-A1', 'US-D573935-S', 'US-6854410-B1', 'US-5138966-A', 'US-D505104-S', 'US-7021231-B2', 'US-2002164239-A1', 'US-3466798-A', 'US-D440619-S', 'US-7156036-B2', 'US-7775174-B1', 'US-7104505-B2', 'US-5713293-A', 'US-D400624-S', 'US-5970546-A', 'US-6641353-B2', 'US-2002152945-A1', 'US-5786545-A', 'US-5120099-A', 'US-3650234-A', 'US-6779475-B1', 'US-5568783-A', 'US-D578463-S', 'US-D291299-S', 'US-D537142-S', 'US-4391423-A', 'US-5686694-A', 'US-5158034-A', 'US-5655939-A', 'US-6390761-B1', 'US-D492242-S', 'US-D549297-S', 'US-D650319-S', 'US-3536023-A', 'US-6738314-B1', 'US-3647253-A', 'US-D533497-S', 'US-D394633-S', 'US-6419292-B1', 'US-D331738-S', 'US-3734321-A', 'US-6969030-B1', 'US-D350326-S', 'US-D308851-S', 'US-D487245-S', 'US-5704817-A', 'US-6359834-B1', 'US-D290108-S', 'US-D328732-S', 'US-3993011-A', 'US-6766745-B1', 'US-D580341-S', 'US-7377592-B2', 'US-5048449-A', 'US-4705331-A', 'US-D323808-S']","[-0.05247551, -0.13956153, 0.0752435, 0.12476823, -0.0937666, 0.12725674, 0.009529321, -0.06336608, 0.045014404, -0.20758125, -0.096009284, 0.024229597, 0.17183985, -0.09235875, -0.10565639, 0.21348676, 0.1285098, 0.04790058, -0.18932068, 0.28957522, -0.17787266, -0.06220242, -0.46985215, 0.0015184067, 0.21910697, 0.0640114, 0.034924388, -0.059758797, -0.016823322, 0.087007806, 0.111295946, 0.13854997, -0.0845562, -0.041871063, -0.1077894, 0.002485098, 0.043068986, -0.10843836, 0.010540461, 0.116558924, 0.050330404, -0.018782586, 0.027324429, -0.09949958, 0.10580519, -0.02121256, 0.06461609, 0.028912393, -0.036007658, 0.16965763, 0.13436474, 0.011502161, 0.15954646, 0.0035567621, -0.06932126, -0.18568704, 0.05531936, 0.09937213, 0.14275512, 0.10706236, 0.058730252, 0.07977922, -0.1542321, 0.13112715]",True
198,US-2012101715-A1,20120426,US,45973667,Estimating position and orientation of an underwater vehicle based on correlated sensor data,"A method and system are described that can be used for combining two sources of position and orientation (pose) information where the information from one source is correlated with the information from the other and the sources produce information at differing rates. For example, the method and system allow for estimating position and orientation (pose) of an underwater vehicle relative to underwater structures by combining pose information computed from a 3D imaging sonar with pose information from a vehicle navigation system. To combine the information from the two sources, a determination is made as to whether to generate a forward prediction of the pose estimate of one of the sources relative to the other, and generating the forward prediction if needed. An updated pose of the underwater vehicle is determined based on the fused pose estimate, and which is used for vehicle guidance and control.","['367/88.', '701/408.']","['G01C21/005', 'G01C21/165']","['G01C21/00', 'G01S15/89']","['US-2010263948-A1', 'US-2010168949-A1']","[-0.08639382, -0.09725343, -0.09052116, -0.015023446, -0.046087347, -0.08688528, 0.03462773, -0.0075606983, -0.008984417, -0.052140083, -0.14787078, 0.051511377, 0.13625988, -0.05053082, -0.14335431, 0.12804201, 0.122000866, -0.048637282, -0.15103558, 0.22779213, 0.1195095, -0.043122035, -0.19702739, 0.16856399, 0.11402122, -0.056544706, 0.108220644, 0.25209126, 0.06544252, 0.01722976, 0.1927708, -0.0016713993, -0.14558521, 0.15778323, -0.08223053, -0.0066474285, 0.041597523, -0.25850773, -0.08317567, 0.21648568, -0.14801954, -0.23350027, -0.10567825, 0.058890536, 0.043569945, -0.1865956, 0.020924132, 0.086752005, -0.06917323, -0.027551832, -0.040718764, -0.15332346, -0.06343396, 0.1392474, 0.054345366, 0.16896804, 0.12302327, -0.007623238, 0.07699904, 0.03999013, 0.007663479, 0.24559496, -0.23204936, 0.19041815]",True
199,US-2014297546-A1,20141002,US,43381691,Method and apparatus for predicting object properties and events using similarity-based information retrieval and modeling,"Method and apparatus for predicting properties of a target object comprise application of a search manager for analyzing parameters of a plurality of databases for a plurality of objects, the databases comprising an electrical, electromagnetic, acoustic spectral database (ESD), a micro-body assemblage database (MAD) and a database of image data whereby the databases store data objects containing identifying features, source information and information on site properties and context including time and frequency varying data. The method comprises application of multivariate statistical analysis and principal component analysis in combination with content-based image retrieval for providing two-dimensional attributes of three dimensional objects, for example, via preferential image segmentation using a tree of shapes and to predict further properties of objects by means of k-means clustering and related methods. By way of example, one of a criminal activity and a fraudulent activity event, an intrusion event and a fire event and residual objects may be predicted and located and qualified such that, for example, properties of the residual objects may be qualified, for example, via black body radiation and micro-body databases including charcoal assemblages.",['705/318.'],"['G06K9/6224', 'G06F17/30321', 'G06Q30/0185', 'G06F17/30442', 'G06F17/30657', 'G06F17/30424', 'G06F17/3071', 'G06K9/6253', 'G06Q50/265', 'G06F17/30598']","['G06Q50/26', 'G06Q30/00']",['US-2009024546-A1'],",",False
200,US-7257483-B2,20070814,US,38004896,Method and apparatus for determining the position of an underwater object in real-time,A method and apparatus is disclosed for providing a determined position in real-time of an underwater object using a plurality of sensors operating at various sampling rates and for using the determined position in real-time in order to perform inspection tasks inter alia.,"['701/21.', '702/150.', '701/518.', '701/536.']",['G05D1/10'],['G01C21/00'],"['US-7139647-B2', 'US-2004039509-A1', 'US-3795911-A', 'US-5928309-A', 'US-4176338-A', 'US-2003078706-A1', 'US-6539327-B1', 'US-6937539-B2', 'US-4721961-A']","[-0.047698665, -0.110579416, -0.06756276, -0.020745942, -0.067553386, 0.03743596, -0.027240029, -0.09749837, 0.16833654, 0.11631775, -0.007825484, 0.2921849, 0.2728935, -0.039721865, -0.15782465, 0.07259492, 0.15860158, -0.12548572, -0.09115852, 0.09195623, 0.1895078, -0.15812685, -0.16694683, 0.102487795, 0.030424196, 0.10522727, 0.11612452, 0.1646514, -0.0030486186, -0.016917191, 0.19774368, -0.08967119, -0.201102, 0.26326242, 0.0052315723, -0.024545299, 0.07123491, -0.18819116, -0.05202159, 0.22958666, -0.17369336, -0.2595711, -0.08246299, 0.07545165, -0.067357, -0.038084924, 0.09102575, 0.11453823, 0.033633485, 0.03154553, -0.037520707, -0.036713343, 0.0007350185, 0.071883544, -0.047259845, 0.053251255, 0.13830492, 0.109901235, -0.0470119, 0.0357831, -0.0024067422, 0.10498416, -0.20615166, 0.16343364]",True
201,US-7921795-B2,20110412,US,40849578,Buoyancy control systems and methods,"A buoyancy control system for a submersible object submerged in an ambient fluid, comprising a piston housing, a piston member, a pump, control fluid, and working fluid. The piston housing is supported by the submersible object. The piston member defines a piston portion and a shaft portion. The piston member is supported within the piston housing such that the piston portion and the piston housing define a control chamber and an ambient chamber and the shaft portion and the piston housing define a working chamber. The pump is operatively connected to the working chamber. The control fluid is arranged within the control chamber. At least a portion of the working fluid is arranged within the working chamber. Operation of the pump displaces working fluid within the working chamber to displace the piston member to alter a volume of the control chamber.",['114/331.'],"['B63G2008/002', 'B63G8/22']",['B63G8/14'],"['US-6371041-B1', 'US-4076464-A', 'US-4898288-A', 'US-6142092-A']","[-0.064505145, -0.30701548, -0.06276725, 0.039017104, -0.0948468, -0.15268874, 0.16664554, -0.056874853, 0.071437575, -0.13281095, -0.2043989, 0.16191643, 0.12195375, 0.041097358, -0.057175398, -0.015706418, 0.01608398, -0.029020736, -0.0084480215, 0.29480273, -0.2337814, -0.05685311, -0.15068567, -0.04580198, 0.28220424, -0.07499575, 0.05361514, -0.02138154, -0.02277284, 0.021484096, 0.06907421, 0.034444503, -0.13982266, 0.046694998, -0.1317829, -0.1073313, 0.07209188, -0.28130344, -0.03553344, 0.096488215, -0.081925675, -0.09049898, -0.018345024, -0.03700314, -0.14766823, -0.013057054, 0.10746178, 0.058419775, -0.033495788, -0.1339425, 0.104991384, -0.1045381, -0.054732095, 0.11587986, 0.04422213, -0.15780984, 0.025024366, -0.16022405, 0.19732657, 0.12637246, 0.20790376, 0.11717571, 0.043858923, 0.17955258]",True
202,US-2009216444-A1,20090827,US,39314557,System and method for determining the position of an underwater vehicle,"A system and a method are provided for determining the position of an underwater vehicle while the vehicle is operating underwater. A buoyant float stays on or near the surface of the water and is attached to the vehicle by thin tether that can include insulated wires. The vehicle moves under the water and pulls the float behind it. The float can receive a localization signal, such as a signal indicating its GPS position, and so can determine its position precisely. The position can be transmitted to the underwater vehicle over the wires located in the tether. The underwater vehicle can use sensors and/or calculations to determine the positional offset of the vehicle from the float buoy and generates its true position based on the known position of the float and the positional offset. The float can be constructed with attributes that will allow the float it operate with a greater tether length, and in turn allow the underwater vehicle to operate at greater depths. The float may also generally carry a radio system for high speed communication of signals from the vehicle while the vehicle is submerged.","['342/357.52', '701/469.', '702/158.']","['G01S19/14', 'G01S5/0045', 'G01S5/0284', 'G01S2013/466']","['G01B17/00', 'G01S19/14', 'G01S5/02', 'G01C21/00', 'G01B11/14', 'G06F15/00']","['US-7230881-B2', 'US-5642330-A', 'US-6657585-B1', 'US-2002140599-A1', 'US-6416369-B1', 'US-6701252-B2', 'US-6443383-B1', 'US-6961657-B1', 'US-6989525-B2', 'US-2007014189-A1', 'US-5579285-A', 'US-6907839-B2', 'US-2009196122-A1', 'US-5379034-A', 'US-2005058022-A1', 'US-6532192-B1', 'US-5331602-A', 'US-2008037370-A1', 'US-7512036-B2', 'US-5790070-A', 'US-5119341-A', 'US-3896411-A', 'US-6941226-B2', 'US-5291194-A', 'US-5377165-A', 'US-5140927-A', 'US-2005180263-A1', 'US-6972715-B2', 'US-6058874-A', 'US-6501704-B2']","[-0.108422376, -0.07146865, 0.025593279, 0.116606496, -0.042623002, -0.054595593, 0.042335432, -0.05994043, 0.0027167746, -0.019243088, -0.1063597, 0.1772852, 0.1893134, -0.04326311, -0.071129486, 0.18817918, 0.19000913, 0.012017276, -0.33734307, 0.26468924, 0.026915977, -0.12947518, -0.19407277, 0.0514494, 0.0774173, -0.068825126, 0.07766119, 0.09839205, 0.026008906, 0.10756399, 0.2468544, -0.05655985, -0.052279774, 0.05322325, -0.012270372, 0.037934847, 0.06966212, -0.29787612, -0.11806492, 0.13093975, -0.1474266, -0.14373101, -0.115688585, 0.10863714, -0.037658047, -0.1607487, -0.0064525767, 0.14687762, -0.021076994, 0.02006502, 0.11063626, -0.1572485, -0.09101772, 0.10158956, -0.02849787, 0.053069208, 0.17001697, 0.12826018, 0.15295823, 0.034869418, 0.004338449, 0.19033118, -0.16382357, 0.123663254]",True
203,US-2009121156-A1,20090514,US,36917096,Apparatus and Method for Surface Preparation Using Energetic and Reactive Cluster Beams,"A method and apparatus for cleaning contaminated surfaces, especially semiconductor wafers, using energetic cluster beams is disclosed. In this system, charged beams consisting of microdroplets or clusters having a prescribed composition, velocity, energy and size are directed onto a target substrate dislodging contaminant material. The charged, high energy cluster beams are formed by electrostatically atomizing a conductive fluid fed pneumatically to the tip of one or more capillary-like-emitters.",['250/492.2'],"['H01L21/67051', 'G03F1/82', 'H01L21/67057', 'C23C14/022', 'H01L21/02052']",['A61N5/00'],"['US-5543111-A', 'US-2003042431-A1', 'US-6331330-B1', 'US-7423275-B2', 'US-5290732-A', 'US-2004217006-A1', 'US-5296122-A', 'US-5113072-A', 'US-2002109104-A1', 'US-6033484-A', 'US-5331172-A', 'US-5796111-A']",",",False
204,US-8102733-B2,20120124,US,40431689,Communicating using sonar signals at multiple frequencies,"An embodiment of an apparatus includes a communication circuit and a transducer array coupled to the communication circuit. The communication circuit is operable to generate first and second information signals, and the transducer array is operable to generate in response to the first information signal a first sonar signal having a first frequency, and to generate in response to the second information signal a second sonar signal having a second frequency. The transducer array may generate the first and second sonar signals simultaneously to increase the transmission bandwidth. Where such an apparatus is a buoy, then the buoy may relay signals from an above-surface vessel to an unmanned underwater vehicle (UUV), and may relay signals from the UUV to the vessel. Therefore, the buoy allows the vessel to control the UUV without a cable linking the buoy and the vessel, and thus allows one to eliminate such a cable.",['367/134.'],"['H04B11/00', 'G01S15/74']","['H04B11/00', 'G01S15/00']","['US-5442358-A', 'US-5018114-A', 'US-5784339-A', 'US-2003057936-A1', 'US-2006085106-A1', 'US-6584382-B2', 'US-6590377-B2', 'US-4180793-A', 'US-3742440-A', 'US-5838636-A', 'US-5579285-A', 'US-2009067289-A1', 'US-4393483-A', 'US-2006195903-A1', 'US-6738314-B1', 'US-6802236-B1', 'US-5119341-A', 'US-5452262-A', 'US-6359834-B1', 'US-4992988-A', 'US-5432754-A']","[-0.26175117, -0.13529381, -0.03488757, 0.0072111962, -0.07381762, -0.103573404, -0.029272966, -0.24866694, -0.038230866, -0.066920094, -0.017488427, -0.040554695, -0.009446591, -0.101121455, -0.053253256, 0.19551395, 0.17030652, 0.037631158, -0.3040192, 0.21471521, -0.10364096, -0.007143494, -0.11027383, 0.09899033, 0.19616956, 0.02372661, 0.11234029, -0.010239669, 0.11362016, -0.037983578, 0.10937613, -0.0756582, -0.14603662, 0.08726811, -0.05896641, -0.08064998, 0.088143386, -0.28693232, -0.09344754, 0.27883133, -0.033996854, -0.019255344, -0.010912139, 0.08347594, 0.093570486, -0.105342075, -0.031854916, 0.12221925, -0.02216949, 0.060325257, 0.06952953, 0.016321814, 0.024729144, 0.09331825, 0.057449352, -0.03957095, 0.021854686, -0.017217897, -0.018810954, 0.03573372, 0.08532397, 0.24478382, -0.3295957, 0.16336581]",True
205,US-2008009985-A1,20080110,US,38560396,Semi-autonomous guidance system for a vehicle,"A system (and corresponding method) by which a number of trailing vehicles follows (more or less in line, one behind the other) a lead vehicle, and so forms a convoy, with each of the trailing vehicles receiving a guidance signal from the vehicle ahead of it in order to determine its course (although in case of emergency, the trailing vehicles can each receive commands from the lead vehicle to alter the path indicated by the guidance signal from the vehicle ahead of it).",['701/23.'],"['G05D1/0257', 'G05D1/0238', 'G05D1/0295', 'G05D2201/0209']","['G05D13/00', 'G05D1/00']","['US-2006167620-A1', 'US-2003103004-A1', 'US-6313758-B1', 'US-6285929-B1', 'US-5781119-A', 'US-6640164-B1', 'US-6169940-B1', 'US-6301530-B1', 'US-6100842-A', 'US-2002070849-A1', 'US-5331561-A', 'US-6032097-A', 'US-2006229804-A1']","[-0.06037304, -0.06840465, -0.16167063, 0.048932683, -0.23604135, 0.05145822, 0.08129041, -0.032968577, 0.07066952, -0.19027738, -0.08553402, 0.12211513, 0.0882879, -0.10874203, 0.05719559, 0.11175459, 0.047350407, 0.025062323, -0.3505983, 0.22572362, 0.016138718, -0.13718262, -0.06435269, 0.07313847, 0.1497244, -0.07621187, 0.025721667, 0.27430025, 0.07097998, -0.070337266, 0.07563931, -0.100803554, -0.16314119, 0.025663044, -0.09490254, 0.0068113348, 0.12775284, -0.31835064, -0.059928697, 0.1437557, 0.053708684, -0.009225351, -0.076770276, 0.082686156, 0.073246844, 0.069533005, 0.058945406, -0.004680974, -0.081786305, 0.033392414, -0.04219912, 0.032925904, -0.061253745, 0.13742673, 0.16377078, -0.009594575, 0.039744876, 0.16701497, 0.032035913, -0.11615485, -0.069186285, 0.28439403, -0.18887547, 0.17254049]",True
206,US-7495996-B2,20090224,US,37883898,Method for improved sonar velocity processing,A method of estimating velocity with a correlation SONAR that provides improved velocity estimate due to a reduction in random and bias errors is disclosed. The method generates a velocity estimate based on a weighted average of pulse-pairs that includes processing of those pulse-pairs based on an optimal correlation time as well as pulse-pairs based on sub-optimal correlation times.,['367/89.'],['G01S15/60'],['G01S15/60'],"['US-4964086-A', 'US-4244026-A', 'US-5058594-A', 'US-5420592-A', 'US-7133327-B2', 'US-2007064537-A1', 'US-2008273423-A1', 'US-3617995-A', 'US-7295492-B2', 'US-5422860-A', 'US-5315562-A']","[-0.13559853, -0.06401065, -0.08109926, 0.003215948, 0.04209558, -0.024879016, 0.016267901, -0.050690904, 0.090943635, -0.08801637, -0.09563509, 0.17862698, 0.13167529, -0.20757125, -0.03531244, 0.11411313, 0.08212388, -0.090349995, -0.26784927, 0.07019133, 0.0016297017, -0.122675605, -0.20067489, 0.17893735, -0.094570264, 0.014439599, 0.09714789, 0.13666978, 0.123765625, 0.05553112, 0.10776984, -0.07821976, -0.08933712, 0.0983643, 0.07365452, -0.010054143, 0.11010963, -0.3426046, -0.08110554, 0.12813054, -0.14035338, -0.2316587, -0.014056679, 0.12726188, -0.04284085, -0.102378786, -0.10009332, 0.1506747, 0.0076774717, 0.03839728, -0.026502028, -0.0830166, -0.08536993, 0.02049144, -0.050790217, 0.21528307, 0.17822611, 0.115283884, 0.051415745, 0.068314195, -0.07148126, 0.2665362, -0.19925332, 0.19277172]",True
207,US-8448592-B2,20130528,US,40352032,External rescue and recovery devices and methods for underwater vehicles,"Methods and devices are provided for rescuing and recovering underwater vehicles. In one embodiment, a system is provided that includes a modular rescue device configured to attach to an underwater vehicle, such as with a tow line. The rescue device can include one or more emergency mechanisms that can be automatically and/or manually activated to aid in detecting the location of the underwater vehicle in the event of an emergency. One exemplary emergency mechanism includes a buoyancy mechanism, e.g., an expandable lift bag, configured to be inflated with a fluid to add buoyancy force to the system to pull the underwater vehicle toward a water surface. Another exemplary emergency mechanism includes a signaling mechanism configured to signal the underwater vehicle&#39;s location.","['114/322.', '116/26.', '114/326.', '114/329.', '114/336.', '116/209.', '114/330.']","['B63C7/26', 'B63G8/00']","['B63G8/24', 'B60Q1/52', 'B63B45/04', 'B63G8/42', 'B63C7/26']","['US-6657585-B1', 'EP-0937639-A2', 'US-6383045-B1', 'US-2825803-A', 'US-3945338-A', 'WO-9845169-A1', 'US-3906370-A', 'US-4887541-A', 'JP-2002314439-A', 'US-3616775-A', 'US-6021731-A', 'US-4271552-A', 'JP-2001138806-A', 'US-3961589-A', 'US-4055138-A', 'US-4433638-A', 'US-3341871-A', 'WO-2004014724-A1', 'US-7054230-B1', 'US-3665884-A', 'US-3609825-A', 'US-6739924-B1', 'US-2005190059-A1', 'US-4482333-A', 'US-5348501-A']","[-0.24754235, -0.2759453, -0.090277396, -0.041357275, -0.03790353, -0.09552133, 0.07739847, -0.097967856, 0.060218837, 0.017139936, -0.08214551, 0.08191124, -0.024159126, 0.028093373, -0.14350751, 0.17331411, 0.069881976, 0.06802937, -0.2677492, 0.17775127, -0.10663715, -0.021343134, -0.22344998, -0.13936579, 0.22477768, -0.018986901, -0.07436991, 0.10046542, 0.006280558, 0.08363996, 0.20148018, 0.0072347214, 0.113337256, -0.09906923, -0.16728221, 0.05170034, 0.08983662, -0.20958684, 0.043832354, 0.14547992, -0.09460239, -0.0010917799, -0.10843676, -0.019606065, 0.03661088, -0.09170413, 0.061957523, 0.16736893, 0.07646747, -0.059066124, 0.18607213, -0.19993067, -0.03582694, -0.025862051, 0.07461028, -0.13722387, 0.048830483, 0.037641075, 0.21937819, 0.1469675, -0.041122586, 0.21673499, -0.13089424, 0.09119403]",True
208,US-2013204972-A1,20130808,US,48903884,Observation platform for using structured communications with cloud computing,"Using structured communications in an observation platform with cloud computing. A signal is received from a first communication device at a second communication device associated with a first computer system. The signal is forwarded from the first computer system to a second computer system, wherein the second computer system is physically remote from the first computer system and connected via a network. Context information is derived for the signal and at least one destination for the signal based on the context information at the second computer system. The context information and the at least one destination for the signal are received at the first computer system.",['709/217.'],"['H04W4/02', 'G06Q30/02', 'H04M2203/2038', 'H04L67/2804', 'H04W4/025', 'H04L45/44']",['H04L12/56'],"['US-2011093818-A1', 'US-2010070268-A1', 'US-2010054526-A1']",",",False
