,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
228,US-6873998-B1,20050329,US,32908961,System and method for updating a geographic database using satellite imagery,"A reporting program and system for updating a master copy of a geographic database is disclosed. According to the method and system, reports are obtained that relate to data contained in a geographic database. Satellite images of the geographic locations represented by the data in the reports are obtained. The satellite images are analyzed to confirm a need to make changes to the master copy of the geographic database based on the reports. After confirming the need to make, the changes, the master copy of the geographic database is updated.","['707/999.104', '701/450.', '707/E17.018', '707/999.202', '707/999.107', '358/462.', '701/461.', '701/430.', '382/113.', '342/64.']","['G06F17/30241', 'Y10S707/99945', 'Y10S707/99953', 'Y10S707/99931', 'Y10S707/918', 'Y10S707/99948']","['G06F17/00', 'G06F17/30', 'G06F7/00']","['US-5596494-A', 'US-5636122-A', 'US-5864632-A', 'US-5832116-A', 'US-6405132-B1', 'US-6470265-B1', 'US-5922040-A', 'US-6138072-A', 'US-6317081-B1', 'US-5381338-A', 'US-6397143-B1', 'US-5758313-A', 'US-5099331-A', 'US-5884216-A', 'US-6253151-B1']","[0.16676447, -0.06238962, -0.05610481, -0.13792895, -0.13450854, 0.0891409, -0.029702531, -0.032567672, 0.16322553, 0.19730115, -0.20054495, 0.27191755, 0.14159039, -0.010332154, 0.015621858, 0.15334406, 0.23361135, 0.02267304, -0.13343155, 0.20899817, 0.25881582, 0.109943084, -0.026945608, -0.054834593, -0.12120588, -0.044198606, 0.18354584, 0.121043324, 0.09922903, 0.014958025, 0.12779199, 0.040217865, -0.047827497, -0.11600415, -0.10120345, 0.0028720219, 0.04361179, -0.18506172, 0.021756625, 0.04648662, -0.23806466, -0.27243012, 0.0873575, 0.16535382, -0.020787157, 0.05301354, 0.06379962, -0.063329875, -0.041692995, -0.05011246, -0.048081025, 0.09468422, 0.096375264, 0.056987118, 0.08929268, 0.12728396, 0.07426546, 0.05904637, -0.2174287, -0.031730354, -0.10577315, 0.09794771, -0.1686932, 0.03731561]",True
229,US-6671319-B1,20031230,US,26869111,Methods and apparatus for motion estimation using neighboring macroblocks,"Methods and systems for obtaining a motion vector between two frames of video image data are disclosed. Specifically, methods and systems of the present invention may be used to estimate a motion vector for each macroblock of a current frame with respect to a reference frame in a multi-stage operation. In a transcoder, motion estimation may be performed in the compressed domain eliminating the need to fully decode the compressed data in the first format before reencoding in a second format. In a first stage, an application implementing the process of the present invention obtains a motion vector between first and second pictures of video image data in a video sequence. Each picture includes a plurality of supermacroblocks, each having a plurality of macroblocks. For each supermacroblock of the first picture, a match supermacroblock in the second picture is determined that best matches the supermacroblock of the first picture. For each macroblock in the first picture supermacroblock, a macroblock in the second picture is determined that best matches the macroblock in the first picture supermacroblock. Macroblocks are determined by searching the second picture for a candidate macroblock that best matches the macroblock in the first picture supermacroblock. The search begins at a macroblock in the second picture supermacroblock that corresponds to the first macroblock in the first picture supermacroblock and a motion vector is determined based on the candidate macroblock. For the remaining macroblocks in the first picture supermacroblock, motion vectors are estimated based on the macroblocks in supermacroblocks of the second picture that neighbor the candidate macroblock.","['375/240.27', '348/E05.066', '375/E07.163', '375/E07.133', '375/E07.119', '375/240.21', '375/E07.198', '375/E07.114', '375/240.14', '375/240.16', '375/E07.105']","['H04N19/56', 'H04N19/51', 'H04N19/40', 'H04N19/137', 'H04N19/105', 'H04N19/547', 'H04N5/145']","['H04N5/14', 'H04N7/26', 'G06T9/00', 'H04N7/32', 'H03M7/36', 'G06T7/20']","['US-5341318-A', 'US-6249612-B1', 'US-6462791-B1', 'US-4385363-A', 'US-6037986-A', 'US-5642438-A', 'US-5543932-A', 'US-5715017-A', 'US-5734431-A', 'US-5640208-A', 'US-5909511-A', 'US-5576772-A', 'US-5635994-A', 'US-5929915-A', 'US-5566190-A', 'US-6483876-B1', 'US-5706059-A', 'US-5719642-A', 'US-5786860-A', 'US-6243418-B1', 'US-6317460-B1', 'US-5594679-A', 'US-5210605-A', 'US-6295089-B1', 'US-5574661-A', 'US-6466624-B1', 'US-5943444-A', 'US-5636152-A', 'US-6094225-A', 'US-6512795-B1', 'US-5721595-A', 'US-5710603-A', 'US-4845560-A', 'US-5430886-A']",",",False
230,US-2014181218-A1,20140626,US,50975964,Media content discovery and consumption systems and methods,"An exemplary method includes a media content discovery system 1) receiving a message addressed to a personalized destination within a media content consumption service, the message having originated outside of the media content consumption service, 2) posting information associated with the message to the personalized destination within the media content consumption service for access by a user from within the media content consumption service, 3) receiving a request provided by the user from within the media content consumption service to access the information posted to the personalized destination, and 4) providing, within the media content consumption service in response to the request, a personalized user interface that presents the posted information. Corresponding systems and methods are also disclosed.",['709/206.'],['H04L51/32'],['H04L12/58'],"['US-2012124630-A1', 'US-2007266065-A1', 'US-8725829-B2', 'US-2008010173-A1', 'US-2010119208-A1', 'US-2005286498-A1']",",",False
231,US-5498520-A,19960312,US,25263984,Method for testing blood units for viral contamination,The present invention provides a method for testing a blood unit for viral contamination without rendering the blood unit unusable for therapeutic applications. The method comprises the steps of: removing and collecting from a blood unit a majority of the leukocytes present therein with a leukocyte filter; and using the leukocytes collected in and on the filter to test the blood unit for viral contamination. The present invention also provides a method for validating viral inactivation processes.,"['435/7.1', '435/2.', '435/91.2', '435/6.16', '435/5.']","['G01N33/56972', 'C12Q1/70', 'G01N33/491', 'B01D21/26', 'B01D21/0012', 'G01N33/5094', 'B01D21/2444', 'B01D21/2405', 'G01N33/5091', 'C12Q1/6806', 'B01D17/0217', 'B01D2221/10', 'B01D21/245']","['B01D17/02', 'C12Q1/70', 'G01N33/50', 'B01D21/26', 'G01N33/569', 'C12Q1/68', 'G01N33/53', 'G01N33/49', 'C12N7/00', 'B01D21/24']","['US-4629783-A', 'US-4707439-A', 'US-5175270-A', 'US-5298165-A']",",",False
232,US-8140126-B2,20120320,US,42285611,Mobile terminal and control method thereof,"Disclosed are a mobile terminal capable of automatically displaying information relating to specific objects among objects displayed on a screen according to a user&#39;s manipulation, and a control method thereof. The method comprises: detecting a manipulated state of a mobile terminal by a controller; and automatically displaying information relating to specific objects among objects displayed on a screen based on the detected manipulated state of the mobile terminal. Accordingly, a user&#39;s convenience is enhanced, and even a novice not accustomed to functions of the mobile terminal can easily handle the mobile terminal.","['345/156.', '455/550.1', '715/835.', '345/173.', '455/575.1', '455/566.', '382/131.', '455/466.', '345/169.']","['H04M2250/22', 'G06F3/017', 'H04M2250/56', 'H04M1/72583']",['H04B1/38'],"['US-2008119211-A1', 'US-2009079765-A1', 'US-2009144661-A1', 'US-2009163250-A1', 'US-2009207184-A1']",",",False
233,US-2013018579-A1,20130117,US,40382954,Pictorial navigation,"Pictorial information is provided relevant to a geographic location through selecting characteristics relevant to geographic locations, searching pictorial image databases for images having an embedded tags associated with the characteristics, retrieving image files from databases having embedded tags correlated to characteristics and visually depicting a physical appearance or an attribute of a location, analyzing characteristics image files and responsively selecting preferred image data, formatting preferred image data for presentation to a traveler, associating formatted preferred data with geographic locations, and presenting associated formatted data to the traveler in association with geographic locations. Characteristics include global positioning satellite coordinates. Image data may be selected having preferred image resolutions or perspectives. Formatting pictorial information may comprise synthesizing photographs into a constructs. Associated image data may indicate a distance and direction from a geographic location. Routing system applications are enabled to present pictorial information with navigation route points.",['701/436.'],"['G01C21/3647', 'G06F17/30265']",['G01C21/34'],"['US-4873513-A', 'US-7917286-B2', 'US-2008033641-A1', 'US-8280405-B2', 'US-2006287819-A1', 'US-2007150188-A1', 'US-2004174434-A1', 'US-4490717-A', 'US-2008270161-A1', 'US-7577316-B2', 'US-7720596-B2', 'US-7933395-B1', 'US-4857902-A', 'US-7733244-B2', 'US-2007273758-A1', 'US-2008134237-A1', 'US-2005174591-A1']",",",True
234,US-8378889-B2,20130219,US,41328464,Calculating navigation system time in a satellite navigation system,A satellite navigation system receiver that includes a counter and a controlling unit is described. The counter may be driven by a reference clock signal having a reference clock frequency. The controlling unit can calculate a correction value indicative of a corrected reference clock frequency by comparing an increment of the counter values during a time period with an increment of the navigation system times during the time period. The controlling unit can generate a calculated navigation system time according to the correction value.,['342/357.62'],['G01S19/235'],['G01S19/23'],"['WO-02067439-A2', 'US-6829534-B2', 'US-7456782-B2', 'US-6023477-A', 'US-2007268180-A1', 'US-7236883-B2', 'US-2009066567-A1', 'US-4337463-A', 'US-5945944-A', 'US-6427120-B1', 'US-5418573-A', 'US-4009402-A', 'US-6389291-B1']","[-0.051530972, -0.020136353, -0.10914379, -0.09956505, -0.11108919, -0.03567433, 0.07560561, -0.124161296, 0.13218492, 0.0031522452, -0.13655587, 0.08736324, 0.12204069, 0.0008122857, -0.033838265, 0.12521426, 0.18356135, -0.06283266, -0.125926, 0.19070998, 0.11831747, -0.08145198, -0.06017003, 0.118032195, -0.02102544, 0.009441529, 0.03907068, 0.27717724, 0.22457516, -0.03825814, 0.15168002, -0.24481599, -0.067381665, 0.002840287, 0.073695876, 0.12898324, -0.05884079, -0.20608032, -0.18707824, 0.082202695, -0.13052373, -0.2116752, 0.16068888, 0.20033112, -0.013134776, 0.078057475, 0.1252133, 0.1862674, 0.070090584, -0.007117834, -0.029793583, 0.041626565, -0.0036445302, 0.15496156, 0.10784647, -0.021926703, 0.0631103, 0.050124332, -0.093214355, 0.1994548, 0.03928621, 0.284315, -0.09821026, 0.18345578]",True
235,US-2012317494-A1,20121213,US,42076779,User interface (ui) control for attestation process,"Methods and apparatus involve attestation of items, such as user profiles, roles, assets, etc. In a computing environment, a compliance administrator initiates an attestation process, including specifying particular attributes of a user that require attestation. A workflow is launched to present the user with a workflow form in a browser page of his computing device. As part of the launch, a UI control makes calls to an attestation service to determine which attributes of the user were specified by the compliance administrator and to query an association between each of the specified attributes and a particular UI control and field value therefor. Upon obtaining the results, the particular UI control for the specified attributes are presented to the user in the workflow form, along with an attestation question UI control, and an option for the user to update at least one of their field values.",['715/741.'],"['G06Q10/107', 'G06F3/0481', 'G06Q10/10', 'G06F9/451']",['G06F3/00'],['US-2008209218-A1'],",",False
236,US-2009158917-A1,20090625,US,40787071,Mobile electronic device having one touch music play,"A mobile electronic device includes a user interface displaying a music play icon, and a memory storing music. Selection of the music play icon by a user causes the mobile electronic device to play music stored in the memory without further interaction by the user with the mobile electronic device.",['84/601.'],"['H04M1/72558', 'H04M1/72522']",['G10H1/00'],"['US-7321789-B2', 'US-7478437-B2', 'US-2003181228-A1', 'US-2009071316-A1', 'US-2009015563-A1', 'US-2006258406-A1', 'US-2004064476-A1']",",",False
237,US-7630501-B2,20091208,US,35309431,System and method for calibration of an acoustic system,"The present invention is directed to a method and system for automatic calibration of an acoustic system. The acoustic system may include a source A/V device, calibration computing device, and multiple rendering devices. The calibration system may include a calibration component attached to each rendering device and a source calibration module. The calibration component on each rendering device includes a microphone. The source calibration module includes distance and optional angle calculation tools for automatically determining a distance between the rendering device and a specified reference point upon return of the test signal from the calibration component.","['702/103.', '381/59.', '381/303.', '381/61.', '702/117.', '381/58.', '381/56.', '381/96.', '381/300.', '381/77.']","['H04R2227/003', 'H04S7/301']","['H04R29/00', 'G10K11/00', 'G01R27/28', 'H04R5/02', 'H04S7/00', 'H03G3/00', 'H04B3/00', 'H04R3/00']","['US-7123731-B2', 'US-7155017-B2', 'US-2003118194-A1']",",",False
238,US-2007099335-A1,20070503,US,37996929,On-chip igniter and method of manufacture,"A chip for igniting nanoenergetic materials, includes a substrate, an igniter positioned on the substrate and the nanoenergetic material arranged in a linear pattern positioned on said substrate. A method of making a chip for igniting nanoenergetic materials includes providing a substrate, forming an igniter on the substrate and coating the substrate with a polymer layer. A pattern of nanoenergetic material comprising a fuel and an oxidizer is formed on the substrate. The nanoenergetic material is ignited by the igniter by supplying power to the leads attached to the heater film.",['438/99.'],['F42B3/13'],['H01L51/40'],"['US-6986819-B2', 'US-6539869-B2', 'US-2004005723-A1', 'US-6818344-B2', 'US-7025840-B1', 'US-2005189053-A1', 'US-2006236887-A1', 'US-2004203071-A1', 'US-2003096897-A1', 'US-5517802-A', 'US-6199484-B1', 'US-6298784-B1', 'US-6740403-B2', 'US-6712917-B2', 'US-6818081-B2', 'US-2004056458-A1', 'US-2005216075-A1', 'US-6962634-B2', 'US-6733828-B2', 'US-7192649-B1']",",",False
239,US-3971923-A,19760727,US,27030955,Ramp function generator,A control circuit having a digital memory for providing sweep voltages to ceivers in a doppler satellite tracking station of proper amplitude and duration to ensure searching in the correct doppler frequency range. An internally generated ramp function voltage is combined with a reference voltage to produce a composite sweep signal for the receiver. The reference voltage level is determined either from a set of digi-switches or from a digital memory circuit which outputs a digital signal that is a function of the frequency of a received doppler signal.,"['327/135.', '708/8.']","['G01S13/66', 'G01S13/586', 'H03K4/48', 'G01S11/10']","['G01S13/58', 'G01S13/66', 'H03K4/48', 'G01S11/10']","['US-3882486-A', 'US-3577084-A', 'US-3885138-A', 'US-3657558-A', 'US-3662160-A']","[0.06771418, 0.015767483, -0.13748153, -0.10072397, 0.041526336, 0.019169653, 0.27568227, -0.21853097, 0.1362387, 0.030134277, 0.029210968, 0.19818592, 0.16718484, -0.082017295, -0.056400675, 0.008811693, 0.14606933, 0.038582508, -0.101598196, 0.21544865, -0.029008452, 0.041771762, -0.10357481, 0.3145665, 0.02964498, -0.089486994, 0.06414072, 0.02694159, 0.21100476, -0.05686144, -0.23480472, -0.113612086, -0.021678012, 0.045601606, 0.085985966, -0.06482585, -0.008086066, -0.16695283, 0.017302452, 0.1921423, -0.022058068, -0.114140145, 0.020867571, 0.08605604, 0.027571213, 0.16532612, -0.1816422, 0.2565307, -0.07612677, 0.10850215, -0.06694532, -0.062334895, 0.07902505, 0.02080085, 0.005293058, 0.08364538, -0.10347322, -0.049958207, -0.071695484, 0.13120653, 0.06569529, 0.28646272, -0.1721274, 0.0512567]",True
240,US-6670913-B1,20031230,US,46279414,Self-calibrating electronic distance measurement instrument,"A combined satellite positioning and electro-optical total station system includes a reference oscillator that provides local oscillator signals for a satellite navigation receiver and a precision frequency source for use by an electronic distance meter. When the satellite navigation receiver is locked onto and tracking orbiting navigation satellites, the highly precise cesium-rubidium clocks in the navigation satellite system can be used as standards to control the reference oscillator in the combined satellite positioning and electro-optical total station system. Baseline measurements made by the electronic distance meter are therefore not subject to mis-calibrations and drift as long as the satellite navigation receiver is locked onto and tracking the orbiting navigation satellites.","['342/357.31', '342/127.']","['G01S19/14', 'G01S7/4021', 'G01S19/235', 'G01S17/023', 'G01C15/002', 'G01S7/497', 'G01S19/37']","['G01S7/40', 'G01S5/14', 'G01C15/00', 'G01S19/11', 'G01S7/497', 'G01S17/02', 'G01S1/00', 'G01S19/48']","['US-3730628-A', 'US-5629649-A', 'US-5886583-A', 'US-5233357-A', 'US-5430537-A', 'US-5521887-A', 'US-5861842-A', 'US-5717402-A', 'US-5510797-A', 'US-5708439-A', 'US-5471218-A']","[0.08411099, 0.07099212, -0.14319447, -0.081711434, 0.06670982, -0.041653574, 0.02881254, -0.08837808, 0.12292567, -0.049451217, -0.06622236, 0.13413182, 0.27256957, 0.022204205, 0.032227, -0.058188166, 0.14473054, -0.10643019, -0.2942374, 0.1921642, 0.20037161, -0.085199624, -0.05046208, 0.17774881, -0.019451795, -0.011244196, 0.044806156, 0.28887588, 0.15660325, 0.051761314, 0.1426819, -0.29832926, -0.10086453, 0.0077955886, 0.058976512, 0.07923052, -0.050169613, -0.15420383, -0.10457428, 0.01843156, -0.25900242, -0.19936703, 0.09704472, 0.09372441, 0.0043490175, 0.09724561, -0.007318146, 0.12732479, -0.07794815, 0.06924119, -0.013698995, -0.12951428, -0.08429116, 0.11059014, -0.058622308, 0.015565268, 0.04992854, 0.1307508, -0.06753848, 0.03579491, -0.061130222, 0.17131044, -0.17391577, 0.13762952]",True
241,US-RE28978-E,19760928,US,26816129,Fail-safe subsea fluid transportation system,"This specification discloses a subsea system for the production of fluid minerals. The system includes a product gathering network provided with production satellites in which the gas-oil-water ratios of each well are periodically tested and the flow rates are automatically controlled. A power distribution network connects a central power station, either floating or bottom supported, at the site or on land nearby, with the various satellite stations and submerged wellhead units. Provision is made for entry into the satellites and diver maintenance at the submerged wellheads. A rigid transportation pipe transports produced fluids to the water surface. At the lower end of the rigid transportation pipe is a designed break-away section which will be broken if excessive strain is encountered. An inverted funnel is located over the break-away section to trap any escaping fluid.","['166/359.', '166/366.', '166/352.', '137/1.']","['Y10T137/0318', 'E21B43/017']",['E21B43/017'],"['US-3561220-A', 'US-2783970-A', 'US-3366173-A', 'US-3389559-A', 'US-3548605-A', 'US-3292695-A', 'US-3408971-A']",",",False
242,US-7512650-B2,20090331,US,21927684,Physical layer recovery in a streaming data delivery system,An asynchronous transfer mode (ATM) digital document delivery system is provided. A customer premise unit is configured to permit a customer to order and receive a data stream. A buffer is coupled to the customer premise unit to store the data stream before transmitting the data stream to a customer. A server includes digital documents stored thereon for delivery to customers through a switched ATM network. A control mechanism is employed to control a data rate of the data stream between the server and the buffer to ensure maintenance of a steady data stream from the customer premise unit to a customer during a loss of a physical layer between the server and the customer premise unit.,"['709/203.', '709/217.', '709/230.', '709/233.', '370/216.', '370/282.', '370/466.']","['H04M11/062', 'H04L65/605', 'H04L65/80', 'H04N21/23406', 'H04L12/5601', 'H04L29/06027', 'H04N21/658', 'H04L2012/5681', 'H04N21/47202', 'H04N21/23805', 'H04N21/6377', 'H04L2012/5615', 'H04L65/4084', 'H04N21/44209', 'H04N21/6373', 'H04N21/44004', 'H04L2012/5647']","['H04N21/442', 'H04L29/06', 'H04N21/234', 'H04N21/658', 'H04M11/06', 'H04L12/70', 'G06F15/16', 'H04N21/6377', 'H04N21/44', 'H04N21/238', 'H04N21/6373', 'H04L12/54', 'H04N21/472']","['US-6172990-B1', 'JP-H08298650-A', 'US-5745696-A', 'US-6563816-B1', 'US-2004071101-A1', 'US-7106760-B1', 'US-5913041-A', 'US-2002122395-A1', 'US-6760860-B1', 'US-6901048-B1', 'US-6377972-B1', 'US-6757248-B1', 'US-6519636-B2', 'US-5898670-A', 'US-5881245-A', 'US-6032194-A', 'US-6324582-B1', 'US-6757367-B1', 'US-7151754-B1']",",",False
243,US-2005216235-A1,20050929,US,34991196,Scalability test and analysis,"Apparatuses and methods to test whether a multi-user system will provide satisfactory performance are described. Response times are logged for each individual user, and the measurements are aggregated together in a single file at the end of the test. For each action type, a graph is built that correlates the distribution of the response times as a function of the user load. A break point is determined for each action type at which a response time exceeds a predetermined threshold. By analyzing the different break points, the number of users that can be supported by the multi-user computer system is determined. Additionally, an optimal amount of memory may be determined to support a user load. The amount of memory required per user is computed based on the user load at the projected point where a line that is determined from page output peaks intersects the page input line.","['714/E11.195', '702/186.', '714/E11.198']","['G06F2201/88', 'G06F11/3476', 'G06F11/3419', 'G06F11/3447', 'G06F11/3414', 'G06F11/3457']",['G06F15/00'],"['US-6567767-B1', 'US-6269401-B1', 'US-6684252-B1', 'US-2003163734-A1']",",",False
244,US-6285318-B1,20010904,US,27368073,Micro-miniature beacon transmit-only geo-location emergency system for personal security,"Novel transmit-only geo-location techniques which can operate synergistically with existing or newly designed satellite or ground-based wireless communications networks using micro-miniature emergency geo-location beacons to provide personal security are described. A combination of physical measurement parameters (Doppler shifts and/or time intervals obtained from clock or signal correlation data) allows geo-location with a reduced number of satellite or wireless receive nodes, thus reducing the cost or increasing the coverage of the system as compared to current geo-location systems. In addition, several of these techniques allow geo-location to be performed on optical and infra-red radiation sources, which can enable tracking of any emitter by existing or newly designed surveillance satellites, including commercial and military aircraft, and hostile missiles or other optically active targets. Intermittent single burst coded signals radiated by the emitting source, which for personal security applications can be extremely small and easily carried in a concealed fashion, can be detected at one or more satellites or receive nodes and relayed to a central monitoring station, or operations center, where signals are processed and the location of the source is determined. Existing communications channels can be used to relay the location from the central monitoring station to appropriate rescue or interdiction personnel.","['342/357.37', '342/357.56']","['G01S5/12', 'G01S5/16', 'G01S19/17', 'G01S5/0226', 'G01S5/0221', 'G01S5/06']","['G01S5/12', 'G01S5/14', 'G01S5/16', 'G01S19/25', 'G01S19/54', 'G01S1/04', 'G01S5/06', 'G01S19/18']","['US-5748147-A', 'US-5111209-A', 'US-5202829-A', 'US-5786789-A', 'US-5392052-A', 'US-5629707-A']","[0.0019752807, -0.013691854, -0.05175906, 0.007854729, 0.051357117, -0.056269456, -0.046949007, -0.10313198, 0.09246934, -0.10381578, -0.1208652, 0.13807344, 0.09291904, -0.17533426, 0.06018166, 0.10333405, 0.07494121, 0.07235388, -0.34596467, 0.26208702, 0.19585933, -0.033759832, -0.056693725, 0.10090717, 0.04872627, 0.026756385, 0.028444845, 0.33483803, 0.18243837, -0.08479153, 0.09661195, -0.29098335, -0.072931275, -0.1396344, 0.008383354, 0.07185441, -0.07105996, -0.25582325, 0.021269195, 0.15840091, -0.28323507, -0.032047547, -0.048484065, 0.01600969, -0.0068992046, 0.032122623, 0.009293044, 0.11044489, -0.0012665616, 0.03773292, 0.011997786, -0.13407156, -0.07671873, 0.114449225, 0.07048582, 0.003829613, 0.15868717, 0.07936847, -0.036252726, 0.04272378, -0.0025673055, 0.19290507, -0.17429566, 0.009193312]",True
245,US-6958813-B1,20051025,US,35115317,Plume detector,"Provided is a photodetector that detects missile launches from an above-flying surveillance platform through clouds. The plume detector includes a passive electro-optical sensor which detects the narrow spectral emissions in a rocket engine plume during launch thereof. By detecting a launch upon rocket engine ignition, despite a cloud layer, a gain of up to thirty seconds or more of launch warning is realized and the location of the launch can be accurately determined and the trajectory of such rocket more accurately plotted for enhanced response to such launch. The plume detector of the invention can be carried on a platform such as an aircraft or an orbiting satellite. In each case such detector can spectrally isolate the narrow spectral emissions of interest of a missile or other rocket, as it is launched, for faster tracking and response.","['356/317.', '356/311.', '356/336.', '356/416.', '356/318.']","['F41H11/02', 'G01N21/31']","['G01N21/85', 'G01N21/31']","['US-6008897-A', 'US-5220164-A', 'US-5029999-A', 'US-5742384-A', 'US-6265704-B1', 'US-5850285-A', 'US-5546183-A', 'US-5479255-A', 'US-6072571-A', 'US-5686988-A', 'US-6373558-B1', 'US-6118531-A', 'US-5625452-A', 'US-5677761-A']",",",True
246,US-5913170-A,19990615,US,23334798,Locating system and method using a mobile communications network,A differential positioning system (10) includes components of a satellite-based or land-based positioning system (12) and components of a mobile communications network (14). The differential positioning system (10) provides accurate and immediate position information to a mobile unit (17). A transmitter site (40) of a mobile communications network (14) is associated with a reference positioning receiver (38). The reference positioning receiver (38) generates correction data for transmission to the mobile unit (17). The mobile unit (17) includes a mobile communications device (42) for receiving the correction data generated by the reference positioning receiver (38) and a mobile positioning receiver (24) for generating a position fix. The mobile unit (17) refines the position fix generated by the mobile positioning receiver (24) using correction data received by the mobile communications device (42).,"['455/457.', '342/357.44', '342/357.31', '455/524.', '455/561.']","['G01S5/009', 'G01S5/14', 'G01S19/41', 'G01S19/07', 'G01S11/08', 'H04W64/00', 'G01S5/0263']","['H04W64/00', 'G01S5/14', 'G01S5/00', 'G01S19/48']","['US-4750197-A', 'US-5159625-A', 'US-5422813-A', 'US-5043736-A', 'US-5223844-A', 'US-5055851-A', 'US-4809005-A', 'US-5155490-A', 'US-5406491-A', 'US-5323322-A', 'US-5131019-A', 'US-4435711-A', 'US-5317323-A', 'US-5166694-A', 'US-5032845-A', 'EP-0242099-A2', 'US-4445118-A', 'US-4833477-A', 'US-3518674-A', 'US-4754465-A', 'US-3757290-A', 'WO-8904035-A1', 'US-5014206-A', 'US-4891650-A', 'US-5389934-A', 'US-4740792-A', 'US-4908629-A', 'US-4590569-A', 'US-4728959-A', 'US-3680121-A', 'US-5422816-A', 'US-4547778-A', 'EP-0290725-A2', 'EP-0367935-A2', 'US-5392052-A', 'US-5600706-A', 'US-4053893-A', 'US-5444444-A', 'US-5365516-A', 'US-4833701-A', 'US-4382178-A', 'US-4742357-A', 'US-4177466-A', 'US-4688244-A', 'US-3848254-A', 'US-4891761-A', 'US-5392458-A', 'US-5252982-A', 'US-4660037-A', 'US-4953198-A', 'US-5090050-A', 'US-4897642-A', 'US-5045861-A', 'US-5003317-A', 'US-5311194-A', 'US-4860341-A', 'US-4912756-A', 'US-4700374-A', 'US-5432841-A', 'US-4428052-A', 'US-5142281-A', 'WO-8912835-A1', 'US-5334974-A', 'US-5119102-A', 'US-5208756-A', 'US-5396540-A', 'US-3789409-A', 'US-4222052-A', 'GB-2221113-A', 'US-5225842-A', 'US-5121126-A', 'US-4791572-A', 'US-5400020-A', 'US-5587715-A', 'US-4083003-A', 'US-5463554-A', 'US-4152693-A', 'US-34034-A', 'US-5243529-A', 'US-5327144-A', 'US-5223844-B1', 'US-4907290-A', 'US-4776003-A', 'US-4428057-A', 'US-4901340-A', 'US-5025253-A', 'US-5261118-A', 'US-5299132-A', 'US-3714650-A', 'US-4651157-A', 'US-5068656-A', 'US-5142654-A', 'US-5043736-B1', 'US-4107689-A']","[-0.002226874, 0.006682603, -0.017752338, -0.026378332, 0.017123435, 0.037863307, 0.033544935, -0.027192604, 0.12276609, 0.013579698, -0.10402454, 0.24359918, 0.040081825, -0.08379125, -0.003828371, 0.028370632, 0.17270836, 0.019434225, -0.38032454, 0.10724384, 0.16236018, -0.087531105, 0.023821048, 0.08294714, -0.13759843, -0.08066279, 0.054546315, 0.24583074, 0.1554691, -0.015082379, 0.019772746, -0.19424687, -0.15275586, -0.06647977, 0.027728014, 0.0033945725, -0.110376425, -0.3640869, -0.15044694, 0.18301821, -0.21874453, -0.056154247, -0.05299122, 0.08345601, 0.07894954, 0.05097293, 0.08035887, -0.020829944, -0.12619357, 0.09655311, -0.13781801, 0.004204038, -0.04514528, 0.043202292, -0.029702283, -0.0671532, 0.077124394, 0.16214319, -0.057853278, 0.044669714, 0.055678226, 0.29060635, -0.17710176, 0.07302456]",True
247,US-2009309792-A1,20091217,US,41414266,Gps receiver apparatus and information acquisition method thereof,"The first reception operation is started in response to an acquisition request. Power supply to a RF unit and a demodulator is stopped after synchronization with the GPS signal is established. Based on information acquired from a sub-frame in the GPS signal, a time point to start the second reception operation is determined. Elapsed time is counted using a counter clock synchronized with transmission timing of the navigation message, while a reception frequency of the satellite, a PRN code unique to the satellite, and a frequency and a phase of the PRN code are retained. When the elapsed time arrives at the time point, the power supply to the RF unit and the demodulator is restarted.",['342/357.63'],['G01S19/34'],"['G01S19/34', 'G01S1/00']","['US-2010283680-A1', 'US-5097488-A', 'US-2010039316-A1', 'US-6346911-B1', 'US-6380891-B1', 'US-5691974-A', 'US-6121923-A']",",",False
248,US-2012108647-A1,20120503,US,38801900,Therapeutic uses of inhibitors of rtp801l,"The present invention provides novel molecules, compositions, methods and uses for treating microvascular disorders, eye diseases respiratory conditions and hearing disorders based upon inhibition of the RTP801L gene and/or protein.","['514/44.A', '536/24.5']","['C12N15/113', 'C12N2310/14', 'C12N2310/321', 'C12N2320/31']","['A61P27/02', 'A61P27/06', 'C07H21/02', 'A61K31/713', 'A61K31/7088']",[''],",",False
